reviewNo,ReviewID,reviewStar,purchase,imageCnt,helpfulCnt,mGNR,mUSE,mEMT,mECV,mPRQ,mTCT,mPCC,mCYS,mEOC
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,1.359308834320707,-0.1530693151713109,-0.3346323332610109,2.433595227221069,1.4043350308919023,-0.17780670060393214,-0.13281768348767248,2.601023283253127,-0.27734593269013524
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,-1.109721289019724,-0.1530693151713109,-0.3346323332610109,-1.4031212969864797,-1.0115315192691932,-0.17780670060393214,-0.13281768348767248,-1.4451731850569842,-0.27734593269013524
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,0.8151080385558567,-0.1530693151713109,-0.3346323332610109,1.5879416380404514,0.871852058476552,-0.17780670060393214,-0.13281768348767248,1.7091980612521056,-0.27734593269013524
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,0.49569719685333624,-0.1530693151713109,-0.3346323332610109,1.091597408463739,0.5593188249071195,-0.17780670060393214,-0.13281768348767248,1.1857540548711019,-0.27734593269013524
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,0.06415276178716527,-0.1530693151713109,-0.3346323332610109,0.42100467275903203,0.1370664774250141,-0.17780670060393214,-0.13281768348767248,0.47854779093081073,-0.27734593269013524
1005,3,4,1,-0.1780919345169667,-0.08355078675335936,-1.2801434402390721,-0.1530693151713109,-0.3346323332610109,-1.6679465324071152,-1.178284111975633,-0.17780670060393214,-0.13281768348767248,-1.7244575485270446,-0.27734593269013524
