reviewNo,ReviewID,reviewStar,purchase,imageCnt,helpfulCnt,mGNR,mUSE,mEMT,mECV,mPRQ,mTCT,mPCC,mCYS,mEOC
1005,0,2,1,-0.1780919345169667,-0.10164553403958908,1.230446686236139,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,1.2782475643209286,-0.17780670060393214,5.4729737348602665,2.389846609647698,-0.27734593269013524
1005,0,2,1,-0.1780919345169667,-0.10164553403958908,0.2554856064076602,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,0.3242795109543304,-0.17780670060393214,1.9839695649223699,0.7921001744585474,-0.27734593269013524
1005,0,2,1,-0.1780919345169667,-0.10164553403958908,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,0,2,1,-0.1780919345169667,-0.10164553403958908,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,0,2,1,-0.1780919345169667,-0.10164553403958908,-1.109721289019724,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-1.0115315192691932,-0.17780670060393214,-2.901571662848576,-1.4451731850569842,-0.27734593269013524
1005,0,2,1,-0.1780919345169667,-0.10164553403958908,-0.6044666597145097,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.5171561178864492,-0.17780670060393214,-1.093463067542959,-0.6171721504133841,-0.27734593269013524
1005,0,2,1,-0.1780919345169667,-0.10164553403958908,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,1,2,1,-0.1780919345169667,-0.10164553403958908,-0.5378138244983538,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,1,2,1,-0.1780919345169667,-0.10164553403958908,2.01093831743395,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,22,2,1,-0.1780919345169667,-0.10164553403958908,1.230446686236139,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,1.2782475643209286,-0.17780670060393214,5.4729737348602665,2.389846609647698,-0.27734593269013524
1005,22,2,1,-0.1780919345169667,-0.10164553403958908,0.2554856064076602,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,0.3242795109543304,-0.17780670060393214,1.9839695649223699,0.7921001744585474,-0.27734593269013524
1005,22,2,1,-0.1780919345169667,-0.10164553403958908,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,22,2,1,-0.1780919345169667,-0.10164553403958908,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
