reviewNo,ReviewID,reviewStar,purchase,imageCnt,helpfulCnt,mGNR,mUSE,mEMT,mECV,mPRQ,mTCT,mPCC,mCYS,mEOC
1005,2,3,1,4.242733201935834,0.16374409282511332,0.3480154247077356,-0.1530693151713109,0.3308924955179797,-0.20084722207071157,0.4148169615955571,-0.17780670060393214,1.0911399455642676,2.0647287693504954,1.1821143248656631
1005,2,3,1,4.242733201935834,0.16374409282511332,1.5854057067206089,-0.1530693151713109,1.5347880016088247,-0.20084722207071157,1.6255635472892502,-0.17780670060393214,3.3052077391950987,6.1203489431764675,3.8221926050602177
1005,2,3,1,4.242733201935834,0.16374409282511332,0.6216841245952469,-0.1530693151713109,0.5971532886901629,-0.20084722207071157,0.682592980864948,-0.17780670060393214,1.5808165361708328,2.9616941943601685,1.7660099647819496
1005,2,3,1,4.242733201935834,0.16374409282511332,-1.0799235509230898,-0.1530693151713109,-1.0583937634119498,-0.20084722207071157,-0.9823753910965944,-0.17780670060393214,-1.4638774512682695,-2.6154260700266243,-1.8645159338379391
1005,2,3,1,4.242733201935834,0.16374409282511332,-0.26885003062610063,-0.1530693151713109,-0.26927509940690286,-0.20084722207071157,-0.18876604267928782,-0.17780670060393214,-0.012620086748525132,0.04291558594760261,-0.1340210239427756
1005,2,3,1,4.242733201935834,0.16374409282511332,-2.5627530967319254,-0.1530693151713109,-2.5010847659580766,-0.20084722207071157,-2.4332764009487957,-0.17780670060393214,-4.117110783179487,-7.475488014706544,-5.0282599312067
1005,2,3,1,4.242733201935834,0.16374409282511332,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,2,3,1,4.242733201935834,0.16374409282511332,-1.109721289019724,-0.1530693151713109,-1.0873849099464568,-0.20084722207071157,-1.0115315192691932,-0.17780670060393214,-1.5171946731681245,-2.7130899271910014,-1.9280919633990246
1005,2,3,1,4.242733201935834,0.16374409282511332,0.7144753265628365,-0.1530693151713109,0.6874327362318293,-0.20084722207071157,0.7733861870164606,-0.17780670060393214,1.7468482359466977,3.265822872372044,1.9639879515730494
1005,2,3,1,4.242733201935834,0.16374409282511332,-0.47116098928219774,-0.1530693151713109,-0.4661097258780296,-0.20084722207071157,-0.3867208076406141,-0.17780670060393214,-0.3746159617528055,-0.6201706021684308,-0.5656688035943568
1005,2,3,1,4.242733201935834,0.16374409282511332,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,4,3,1,-0.1780919345169667,-0.08355078675335936,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,4,3,1,-0.1780919345169667,-0.08355078675335936,0.8151080385558567,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,0.871852058476552,-0.17780670060393214,1.926910783590946,-0.17725644292296663,-0.27734593269013524
1005,4,3,1,-0.1780919345169667,-0.08355078675335936,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,4,3,1,-0.1780919345169667,-0.08355078675335936,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
