,validatation_mae,validation_mse,train_mae,train_mse
68,0.944495,0.58863586,0.7671368,0.47750816
69,0.9557173,0.5891939,0.7690325,0.47799134
70,0.94813466,0.58842707,0.7682742,0.47578
71,0.9493479,0.59584147,0.7627388,0.4743533
72,0.95298755,0.59437704,0.7534122,0.4694433
73,0.9532909,0.5926551,0.7537155,0.46813777
74,0.933576,0.58365023,0.7513649,0.4672027
75,0.95784044,0.5978998,0.7448438,0.46206257
76,0.93236274,0.58419585,0.7343039,0.45427912
77,0.9435851,0.5925341,0.74332726,0.46036926
78,0.94115865,0.5872217,0.7368062,0.45746174
79,0.9633,0.59950817,0.7353655,0.45716769
80,0.9390355,0.5832667,0.73688203,0.4569342
81,0.9581438,0.5961146,0.72641796,0.4499996
82,0.95935696,0.59924173,0.73832273,0.45572653
83,0.9581438,0.59241843,0.7327874,0.45361736
84,0.96239007,0.59236,0.72497725,0.44805875
85,0.9557173,0.59598213,0.7339248,0.45296428
86,0.96239007,0.60002,0.71845615,0.44411594
87,0.93812555,0.58679557,0.71807706,0.4438339
88,0.9584471,0.5951011,0.7170913,0.44271147
89,0.9642099,0.59659225,0.7193661,0.44275913
90,0.9602669,0.5956792,0.71148014,0.43798098
91,0.94661814,0.5933444,0.7022293,0.43218422
92,0.9602669,0.59981865,0.70457995,0.4337174
93,0.9705793,0.60682756,0.7098119,0.43619406
94,0.9642099,0.60333705,0.7059448,0.4340981
95,0.94176525,0.59648484,0.71360326,0.43714827
96,0.97209585,0.60286045,0.7004853,0.42902076
97,0.9745223,0.60964614,0.6936609,0.42481506
98,0.9693661,0.606066,0.6985896,0.42789018
99,0.98695785,0.6167317,0.69404006,0.4248243
100,0.9633,0.6030622,0.68888384,0.42132896
101,0.9675462,0.613699,0.68486506,0.41868272
102,0.94601154,0.5901672,0.68380344,0.41850185
103,0.9426752,0.59394807,0.68607825,0.41943026
104,0.9441917,0.58972543,0.6815287,0.4156793
105,0.96148014,0.6027813,0.6737943,0.41167277
106,0.9545041,0.599029,0.67546254,0.41335258
107,0.9651198,0.6075577,0.6808462,0.4167824
108,0.95875037,0.5993692,0.67318773,0.41106662
109,0.9842281,0.61372226,0.674401,0.4099937
110,0.97148925,0.60876364,0.6821353,0.4140162
111,0.9660297,0.6044315,0.6690173,0.40799522
112,0.9708826,0.6031874,0.6631786,0.4036393
113,1.0081893,0.63773847,0.66340613,0.40284553
114,0.95086443,0.5963049,0.67144376,0.4082467
115,0.9896876,0.6244142,0.66696995,0.4057263
116,0.96572644,0.6142306,0.6596148,0.40042
117,0.9808917,0.61344194,0.64801335,0.39348727
118,0.9538975,0.5997264,0.6487716,0.39388227
119,0.9599636,0.6013389,0.6561268,0.39676213
120,0.9496512,0.59583336,0.6618138,0.40037858
121,0.9605702,0.5999441,0.65263873,0.3957445
122,0.9984835,0.62806594,0.6580983,0.39868993
123,0.9611768,0.60252,0.65696084,0.39837715
124,0.9611768,0.60736054,0.65832573,0.39874354
125,0.9857446,0.6210202,0.6427813,0.38831443
126,0.9639066,0.6099545,0.6493024,0.39237905
127,0.94752806,0.5938697,0.65233546,0.39503878
128,0.9799818,0.6156279,0.6456627,0.3910152
129,0.9745223,0.61156195,0.63967246,0.38696727
130,0.96572644,0.60927397,0.64520776,0.38872904
131,0.96784955,0.6123156,0.64596605,0.39030796
132,0.9717925,0.61579704,0.63459206,0.38339108
133,0.9669396,0.611949,0.638535,0.38479742
134,0.97634214,0.61164963,0.6381559,0.38552114
135,0.9748256,0.6168455,0.6439187,0.38856047
136,0.97907186,0.6165229,0.6336063,0.3821655
137,0.9760388,0.61859906,0.63861084,0.38408595
138,0.9496512,0.5991928,0.63246894,0.38057318
139,0.9542008,0.60233784,0.633303,0.3817038
140,0.97785866,0.6154276,0.6306491,0.379634
141,0.9675462,0.6083981,0.63307554,0.38113564
142,0.9639066,0.6093771,0.6279193,0.37684917
143,0.9642099,0.6033335,0.6185927,0.371694
144,0.9463148,0.6008656,0.617152,0.36998758
145,0.97725207,0.6115684,0.6264786,0.37745312
146,0.9699727,0.60978985,0.6187443,0.37173188
147,0.96633303,0.6006353,0.61760694,0.37058666
148,0.9808917,0.6175898,0.6305733,0.3810074
149,0.9596603,0.60261554,0.6244313,0.3741603
150,0.9818016,0.6180815,0.6214741,0.37336278
151,0.9690628,0.61290884,0.61821353,0.3713336
152,0.9581438,0.6072083,0.6238247,0.3744071
153,0.98149836,0.6182217,0.61753106,0.3708254
154,0.96633303,0.6079142,0.62026083,0.37157327
155,0.985138,0.6212226,0.6101001,0.36583245
156,0.97785866,0.6180786,0.6155596,0.36968645
157,0.9818016,0.6204541,0.6066879,0.36248022
158,0.96845615,0.6058025,0.61472553,0.36726585
159,0.9717925,0.6126322,0.6121474,0.36605638
160,0.9754322,0.62172323,0.61882013,0.3702801
161,0.96845615,0.6096056,0.6198817,0.3703466
162,0.9730058,0.61603576,0.61760694,0.3691042
163,0.96663636,0.60951984,0.6031999,0.35984612
164,0.9860479,0.6153484,0.62041247,0.37107414
165,0.97421896,0.6135062,0.6004701,0.35855824
166,0.97907186,0.6210191,0.60972095,0.36398125
167,0.95662725,0.60440475,0.6102517,0.3643709
168,0.96663636,0.61178046,0.6059296,0.3630006
169,0.97725207,0.61637527,0.60706705,0.3636429
170,0.97846526,0.6186968,0.60600543,0.36208254
171,0.9909008,0.6225983,0.6051714,0.3609781
172,0.9687595,0.6068629,0.6060813,0.362394
173,0.96845615,0.60962313,0.59425235,0.35540044
174,0.99878675,0.63359034,0.600091,0.35810208
175,0.9854413,0.6180402,0.60062176,0.35887676
176,0.99120414,0.622826,0.607977,0.36303315
177,0.9845314,0.62834644,0.6059296,0.36151814
178,0.98058844,0.6228608,0.5960722,0.35567734
179,0.9799818,0.6202146,0.5894753,0.35281593
180,0.99696696,0.62697715,0.59281164,0.35275412
181,0.97634214,0.6219142,0.603124,0.36008087
182,0.9818016,0.61896133,0.5947831,0.35427803
183,0.9545041,0.5995455,0.5968304,0.3561734
184,0.9909008,0.6200523,0.5955414,0.35639736
185,0.9945405,0.6196832,0.5969821,0.35580286
186,0.9796785,0.6174438,0.5906885,0.3503571
187,0.9751289,0.6107003,0.5846224,0.34881794
188,0.9893843,0.6266889,0.59569305,0.35468394
189,0.97330904,0.613175,0.5821201,0.34721425
190,0.9730058,0.6143336,0.5960722,0.3559404
191,0.98149836,0.62088627,0.5876554,0.35073006
192,0.970276,0.61134,0.5892478,0.35085458
193,0.978162,0.6127144,0.58454657,0.34787714
194,0.9705793,0.6148084,0.5797695,0.3447574
195,0.9760388,0.6149707,0.56733394,0.33522207
196,0.9745223,0.61584765,0.5680922,0.33512563
197,0.97330904,0.61493397,0.56081283,0.3306431
198,0.9899909,0.6257864,0.55542916,0.32784486
199,0.9651198,0.6109172,0.55626327,0.32833883
