reviewNo,ReviewID,reviewStar,purchase,imageCnt,helpfulCnt,mGNR,mUSE,mEMT,mECV,mPRQ,mTCT,mPCC,mCYS,mEOC
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,1.6983234510868026,-0.1530693151713109,1.6446491884764305,-0.20084722207071157,3.72659506428834,3.1662783947084163,3.5072519484998135,3.156593558438202,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,-1.0783552489180035,-0.1530693151713109,-1.0568679135943442,-0.20084722207071157,-1.7071865072469803,-1.3980561764727575,-1.4610712816945925,-1.3937711549704699,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,-1.056137637179285,-0.1530693151713109,-1.035251707844931,-0.20084722207071157,-1.6637080704983687,-1.3615346252583738,-1.4213172127341744,-1.3573613836591891,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,-0.33602563317728534,-0.1530693151713109,-0.3346323332610109,-0.20084722207071157,-0.25449520882277726,-0.17780670060393214,-0.13281768348767248,-0.17725644292296663,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,0.83941671963469,-0.1530693151713109,0.8089921050344117,-0.20084722207071157,2.045769850689068,1.7543981912911766,1.970406411982933,1.7490346345691539,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,0.16086471876747005,-0.1530693151713109,0.1488077506170408,-0.20084722207071157,0.7178872412844093,0.6389870506730527,0.7562703764388611,0.6370373836975628,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,0.740352309646756,-0.1530693151713109,0.7126092582223225,-0.20084722207071157,1.8519071738923172,1.5915550394058648,1.7931500339123616,1.5866898895459132,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,-0.8104369897158076,-0.1530693151713109,-0.7962019030867151,-0.20084722207071157,-1.1828877111607803,-0.9576492353581287,-0.9816839795248414,-0.9547121479814943,-0.27734593269013524
1005,19,1,1,-0.1780919345169667,-0.09561395161084583,-2.112911804939751,-0.1530693151713109,-2.0634201766081937,-0.20084722207071157,-3.7317471266705704,-3.098671467137832,-3.3122078104632506,-3.089181447323997,-0.27734593269013524
