reviewStar,purchase,imageCnt,helpfulCnt,mGNR,mUSE,mEMT,mECV,mPRQ,mTCT,mPCC,mCYS,mEOC
2,0.383687894241729,-0.17239659630692464,-0.07107820917540708,0.6413930870111914,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,0.8273207338161214,-0.24817987939767908,4.039178712657535,1.79299658540997,-0.4132476299372983
2,0.383687894241729,-0.17239659630692464,-0.07107820917540708,1.2142259878051314,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,5.37961068145715,0.5297821996708154,1.0677044617665785,-0.2302896923905657,0.703884355178696,-0.2919364466930803,1.266687064456695,-0.24817987939767908,2.6998694146063866,5.328132537351465,3.1925023617736326
4,0.383687894241729,-0.17239659630692464,-0.030110454026801004,1.2720246802374249,-0.2302896923905657,0.874922130711941,2.5807183065341124,1.4772641918362444,-0.24817987939767908,-0.17007908121750345,2.8939306615259195,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.030110454026801004,0.30564526855098995,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,1.3435192595816654,-0.24817987939767908,1.331811064265465,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,0.7065038526418174,2.260165815949393,1.2699121195607057,-0.24817987939767908,2.7054870455135833,2.5426986284860087,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.05742229079253839,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,1.2985083441952368,0.6478559027340909,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,0.965239266793538,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
5,0.383687894241729,-0.17239659630692464,1.6359115886831797,1.3060780499825657,-0.2302896923905657,0.9034284266341485,-0.2919364466930803,3.405657434911127,2.959933749803586,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,0.8801611256381845,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.0437663724096697,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,0.12803717317637756,-0.10927321021346022,-0.24817987939767908,-0.17007908121750345,0.20650752125806052,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,2.0046213850206342,-2.062996687559685,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-1.9598857125445455,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,0.9119793222833931,-0.2302896923905657,0.5735258343668712,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,2.8412686838245884
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,1.2318969256188261,-0.2302896923905657,0.8413309279495558,2.5167837750176725,1.4359076028553956,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
5,0.383687894241729,1.6782724962811004,1.1989222004313815,1.3025806768736052,3.640085872071547,2.4353721783021878,-0.2919364466930803,1.508755906381294,2.9538261186457877,-0.17007908121750345,-0.2536610709772107,1.6545057187922687
1,0.383687894241729,-0.17239659630692464,-0.05742229079253839,1.1337864062990413,-0.2302896923905657,0.7592019780763849,-0.2919364466930803,3.0505219552223735,2.6590525517141685,2.818500561411312,2.6525992280282313,-0.4132476299372983
5,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,0.7305415940681115,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.05742229079253839,1.2966903642690404,-0.2302896923905657,-0.6343706723043985,2.620017513979997,3.3863071042870607,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,1.6478630014788116
2,0.383687894241729,-0.17239659630692464,-0.07107820917540708,0.6413930870111914,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,0.8273207338161214,-0.24817987939767908,4.039178712657535,1.79299658540997,-0.4132476299372983
5,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,2.522087918837445,-0.2536610709772107,1.2779466810856694
2,0.383687894241729,-0.17239659630692464,-0.07107820917540708,1.2142259878051314,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-1.9204262148013507,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
5,0.383687894241729,5.37961068145715,0.5297821996708154,1.3071824835959218,-0.2302896923905657,0.9043529551505446,2.6367343410278736,1.5134986344754282,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,1.6596953416934073
5,0.383687894241729,-0.17239659630692464,0.22935199524770417,1.2780990651108823,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,3.6670414798537236
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,1.6724915420522697,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,0.5962953811324911,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
2,0.383687894241729,-0.17239659630692464,-0.0437663724096697,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,1.1761958124206182,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,1.2906093609644471
3,0.383687894241729,-0.17239659630692464,-0.05742229079253839,-0.5309631935661235,-0.2302896923905657,0.8696831357856972,-0.2919364466930803,1.4708140816282218,-0.24817987939767908,-0.17007908121750345,2.883004870928154,1.6129887355831618
4,0.383687894241729,-0.17239659630692464,-0.05742229079253839,-0.5309631935661235,-0.2302896923905657,0.28353205639068413,1.4551186186437637,-0.3809366754454555,1.6667232157077252,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,0.21569607686483547,1.1626857525151881,3.344785658338869,0.783393807588745,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,1.347313442056973,-0.24817987939767908,-0.17007908121750345,2.673808115659187,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.07107820917540708,1.249567863432521,-0.2302896923905657,0.8561233842118906,-0.2919364466930803,1.4541196787368704,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,3.5289415888691256,-0.030110454026801004,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-1.4383753313135712,-0.24817987939767908,-2.0120011210243387,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,0.8391736947446322,-0.2919364466930803,1.433251675122681,-0.24817987939767908,2.990003528519268,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,2.302104522402838,-0.3809366754454555,-0.24817987939767908,2.752741234909417,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.05742229079253839,-0.5309631935661235,-0.2302896923905657,0.7513434856870197,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
2,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-1.1590177750278599,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-1.0282242057328632,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,0.14778045256654995,1.1967409935704452,-0.3809366754454555,-0.24817987939767908,1.5072794178961486,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.05742229079253839,-0.5309631935661235,3.55887831329506,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,2.88664217591001,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.05742229079253839,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,3.0922579624507525,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
2,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.05742229079253839,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,0.7573529210435931,-0.2919364466930803,3.0459689362520046,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.05742229079253839,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.07107820917540708,1.2792034987242382,-0.2302896923905657,0.8809315660685146,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,2.90646318603512,-0.4132476299372983
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,0.8477381004398566,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,1.0399846615570898,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,1.1415633912437535
3,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
5,0.383687894241729,-0.17239659630692464,-0.0437663724096697,1.2278473357031878,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,2.816807433776991,1.5702262428777818
5,0.383687894241729,-0.17239659630692464,0.010857301121805074,1.29595407519347,-0.2302896923905657,-0.6343706723043985,2.618844403309971,-0.3809366754454555,2.942253764873118,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
4,0.383687894241729,-0.17239659630692464,-0.07107820917540708,0.38939815089714763,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
2,0.383687894241729,-0.17239659630692464,-0.07107820917540708,-1.8358515077461495,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-0.3809366754454555,-0.24817987939767908,-0.17007908121750345,-0.2536610709772107,-0.4132476299372983
1,0.383687894241729,-0.17239659630692464,-0.002798617261063619,-0.5309631935661235,-0.2302896923905657,-0.6343706723043985,-0.2919364466930803,-2.118861958259917,-0.24817987939767908,-3.1973212424429103,-3.197518943510256,-2.3149330458304376
