,validatation_mae,validation_mse,train_mae,train_mse,train_accuracy
58,0.87625116,0.54212505,0.8955111,0.55093575,63.406128
59,0.8798908,0.5440036,0.8920989,0.548685,63.58053
60,0.8635123,0.5381595,0.89634514,0.5513738,63.368214
61,0.8559296,0.5340983,0.89232635,0.54945964,63.459206
62,0.8622991,0.5357482,0.8903549,0.5481727,63.55778
63,0.8629057,0.53605795,0.8904307,0.54905427,63.428875
64,0.8698817,0.53994244,0.88095236,0.5438742,63.724598
65,0.8789809,0.5439385,0.8961177,0.55095065,63.428875
66,0.85259324,0.53215206,0.8855778,0.5457772,63.67152
67,0.8783743,0.54355186,0.8863361,0.5462731,63.626022
68,0.8616924,0.53563005,0.8899757,0.5482446,63.512283
69,0.87139827,0.54026085,0.8870943,0.5465507,63.633606
70,0.84713376,0.52916336,0.8778435,0.54230404,63.81559
71,0.86563545,0.5374724,0.8847437,0.5454945,63.663937
72,0.87261146,0.5406747,0.8836063,0.5452556,63.648773
73,0.86745524,0.5388331,0.8826206,0.54472893,63.67152
74,0.85835606,0.5359628,0.88595694,0.5468475,63.519867
75,0.86684865,0.53819704,0.88436455,0.5451522,63.709435
76,0.8786776,0.5450099,0.8778435,0.54247826,63.777676
77,0.8698817,0.539795,0.882848,0.544538,63.717014
78,0.86897177,0.5387367,0.88527447,0.5458331,63.633606
79,0.8650288,0.5362584,0.8878526,0.54682404,63.603275
80,0.8695784,0.539432,0.8750379,0.5407407,63.899
81,0.8729148,0.54170257,0.8775402,0.5422825,63.777676
82,0.87048835,0.5392035,0.87738854,0.54148716,63.891415
83,0.859266,0.5340906,0.8756445,0.5416546,63.777676
84,0.8692751,0.5396466,0.87882924,0.54303056,63.73218
85,0.87170154,0.54022396,0.8769336,0.54178613,63.823174
86,0.8550197,0.5327141,0.874128,0.5403192,63.899
87,0.85683954,0.5335579,0.87200487,0.5398306,63.868668
88,0.8659387,0.5372278,0.8778435,0.54244804,63.762512
89,0.86624205,0.537294,0.87973917,0.54320836,63.762512
90,0.86138916,0.5346606,0.8744313,0.540767,63.853504
91,0.86684865,0.53784186,0.875872,0.5414281,63.823174
92,0.8692751,0.5392772,0.87943584,0.542303,63.87625
93,0.8895966,0.5485173,0.8745071,0.5408692,63.838337
94,0.885047,0.54728127,0.8775402,0.54188985,63.838337
95,0.874128,0.5419843,0.8738247,0.5399465,63.944496
96,0.8765544,0.5425766,0.86624205,0.53663886,64.06582
97,0.8786776,0.54366416,0.87230814,0.53968334,63.90658
98,0.8786776,0.5433091,0.8698059,0.53823483,63.98999
99,0.8635123,0.5363691,0.8698059,0.5384531,63.95966
100,0.8680619,0.53874433,0.87192905,0.5392598,63.952076
101,0.8814073,0.54439664,0.87860173,0.54279196,63.75493
102,0.86836517,0.5378647,0.8752654,0.5407874,63.891415
103,0.867152,0.5378194,0.87829846,0.54232246,63.823174
104,0.8814073,0.54495865,0.87663025,0.5419749,63.777676
105,0.87139827,0.53993493,0.8773127,0.5417475,63.861084
106,0.8686685,0.5396314,0.8738247,0.54001284,63.944496
107,0.8738247,0.5411045,0.8757962,0.5409558,63.899
108,0.8783743,0.5434791,0.8729148,0.5397979,63.914165
109,0.882014,0.5449589,0.8677586,0.53730077,64.0279
110,0.867152,0.53824824,0.8755687,0.5409722,63.868668
111,0.86684865,0.53816694,0.872839,0.5402434,63.84592
112,0.87230814,0.540889,0.8691993,0.5381164,63.997574
113,0.87139827,0.5402901,0.867152,0.5366724,64.10373
114,0.87139827,0.5389002,0.8744313,0.54050815,63.891415
115,0.870185,0.5390779,0.86707616,0.5368225,64.0734
116,0.88171065,0.5444485,0.87170154,0.53944236,63.90658
117,0.86472553,0.53700554,0.87397635,0.5398874,63.967243
118,0.8692751,0.5393802,0.87321806,0.5397499,63.944496
119,0.8635123,0.53691703,0.88171065,0.5440665,63.73218
120,0.86897177,0.53850055,0.87807095,0.54222476,63.823174
121,0.8738247,0.54171026,0.8764786,0.5416933,63.81559
122,0.8735214,0.54152495,0.8734456,0.5399148,63.936913
123,0.86320895,0.5358587,0.87625116,0.5417912,63.792843
124,0.8425842,0.52569455,0.8747346,0.54075944,63.87625
125,0.86684865,0.5385072,0.87086743,0.5391966,63.914165
126,0.8589627,0.533625,0.8698817,0.5382149,64.01274
127,0.8635123,0.5368866,0.87336975,0.53968734,63.95966
128,0.877161,0.5421779,0.8781468,0.5422819,63.81559
129,0.87746435,0.54313165,0.8724598,0.53980124,63.891415
130,0.8798908,0.5445515,0.879815,0.5430328,63.792843
131,0.87625116,0.54191816,0.870185,0.5386806,63.944496
132,0.882014,0.54507685,0.872384,0.53980756,63.891415
133,0.86108583,0.53446114,0.86897177,0.538274,63.95966
134,0.87594783,0.54220635,0.875872,0.5415753,63.81559
135,0.8789809,0.5436264,0.87913257,0.542395,63.861084
136,0.87534124,0.5409344,0.8718532,0.53888094,64.00516
137,0.8756445,0.5424509,0.88459206,0.54525024,63.70185
138,0.8808007,0.54450047,0.8722323,0.53947777,63.936913
139,0.8735214,0.5414956,0.87769186,0.54249644,63.75493
140,0.8801941,0.5447215,0.8799666,0.54332495,63.762512
141,0.8744313,0.5411339,0.88087654,0.54392034,63.709435
142,0.8680619,0.5391289,0.87625116,0.5412258,63.87625
143,0.87048835,0.5394104,0.8680619,0.5377265,63.982407
144,0.8707916,0.5398763,0.875872,0.5412684,63.84592
145,0.8707916,0.5398025,0.8777677,0.5421062,63.823174
146,0.8644222,0.5365984,0.8738247,0.54020107,63.90658
147,0.87109494,0.539263,0.87192905,0.53902334,63.98999
148,0.86836517,0.5398309,0.87882924,0.5422283,63.861084
149,0.870185,0.5397278,0.8748863,0.5408183,63.868668
150,0.867152,0.537598,0.88171065,0.54439217,63.67152
151,0.8641189,0.5359118,0.8781468,0.5421224,63.84592
152,0.877161,0.5428724,0.87966335,0.54289234,63.800423
153,0.874128,0.5414513,0.8765544,0.54166603,63.838337
154,0.8801941,0.5450617,0.87117076,0.5386606,64.020325
155,0.87261146,0.5411915,0.87594783,0.54169905,63.808006
156,0.8735214,0.5405499,0.8806491,0.5435894,63.747345
157,0.874128,0.5407124,0.88459206,0.54578626,63.61086
158,0.8738247,0.54126704,0.8813315,0.54413086,63.686684
159,0.86684865,0.53766423,0.8757962,0.54095197,63.899
160,0.87109494,0.5396468,0.872839,0.53984416,63.914165
161,0.8680619,0.5374583,0.87678194,0.54135716,63.883835
162,0.867152,0.53743553,0.8781468,0.5423076,63.81559
163,0.8777677,0.54273915,0.8742038,0.5400702,63.95966
164,0.86836517,0.5390325,0.8767061,0.5419583,63.792843
165,0.8729148,0.5408446,0.8707158,0.5385679,63.98999
166,0.87321806,0.54017293,0.8726873,0.53939295,63.974827
167,0.8808007,0.5445297,0.8672278,0.53701484,64.05065
168,0.8641189,0.536281,0.87518954,0.5409338,63.87625
169,0.8692751,0.5380347,0.8698059,0.5383054,63.997574
170,0.8698817,0.5391289,0.8709433,0.5388474,63.95966
171,0.87958753,0.5429017,0.8747346,0.5408781,63.853504
172,0.87534124,0.5417035,0.87829846,0.5425404,63.777676
173,0.8786776,0.54434353,0.8701092,0.53839797,63.997574
174,0.8735214,0.5406529,0.87882924,0.5429566,63.747345
175,0.87261146,0.5401719,0.87602365,0.54138637,63.838337
176,0.8735214,0.542162,0.8724598,0.5397165,63.899
177,0.8786776,0.5431909,0.8799666,0.54316205,63.777676
178,0.8786776,0.5430434,0.881559,0.54368937,63.770092
179,0.8686685,0.53810847,0.87746435,0.5420694,63.81559
180,0.87958753,0.5435688,0.8770094,0.541278,63.90658
181,0.8777677,0.5426504,0.87170154,0.5394323,63.914165
182,0.87685776,0.54244995,0.88171065,0.5434645,63.81559
183,0.87321806,0.5407786,0.8698817,0.5382147,64.00516
184,0.874128,0.5419248,0.8732939,0.5399958,63.90658
185,0.86624205,0.5373534,0.874128,0.5408629,63.823174
186,0.87139827,0.5404678,0.8752654,0.5410832,63.861084
187,0.8729148,0.5414805,0.88026994,0.54313636,63.78526
188,0.86836517,0.5386769,0.8770852,0.5412797,63.914165
189,0.8635123,0.53571874,0.87966335,0.54297006,63.78526
190,0.86320895,0.5360513,0.87602365,0.54107225,63.891415
191,0.8680619,0.5382859,0.8742797,0.54031587,63.914165
192,0.870185,0.5390779,0.88239306,0.54469675,63.67152
193,0.8738247,0.5418292,0.8784501,0.542308,63.823174
194,0.8695784,0.53920996,0.86973006,0.53850985,63.95966
195,0.86897177,0.5390477,0.86973006,0.5384623,63.967243
196,0.8877768,0.54845864,0.8691993,0.5379429,64.00516
197,0.88292384,0.54493695,0.8789809,0.54216564,63.883835
198,0.8844404,0.5463052,0.8818623,0.544218,63.70185
199,0.87807095,0.5426278,0.87625116,0.5413368,63.868668
