,validation_mae,validation_mse,train_mae,train_mse,train_accuracy
132,0.91416436,0.55694515,0.91060054,0.55913377,62.951168
133,0.9099181,0.5538988,0.92129207,0.56432927,62.708523
134,0.9123446,0.5548749,0.9172733,0.5623189,62.81468
135,0.8996057,0.54839396,0.9110555,0.5592787,62.943584
136,0.91841066,0.5584843,0.916515,0.56166434,62.882923
137,0.9190173,0.5584258,0.91484684,0.5612237,62.84501
138,0.9208371,0.5596391,0.912572,0.55983657,62.943584
139,0.9117379,0.5544916,0.91060054,0.55833167,63.064907
140,0.91750073,0.5578108,0.91272366,0.55992234,62.943584
141,0.9199272,0.5593499,0.91628754,0.56160325,62.86776
142,0.9235669,0.561614,0.91272366,0.56004006,62.936
143,0.9193206,0.5591724,0.91560507,0.56159,62.829845
144,0.9272066,0.56338924,0.9187898,0.5629884,62.784348
145,0.91628754,0.5574413,0.9200789,0.56348544,62.776768
146,0.91204125,0.55491185,0.91750073,0.56225777,62.829845
147,0.9041553,0.5522926,0.91659087,0.56141144,62.920837
148,0.90840155,0.5546152,0.92182285,0.56430894,62.738853
149,0.93175614,0.56462526,0.9166667,0.56199706,62.829845
150,0.92326355,0.56080794,0.9265999,0.56660795,62.64786
151,0.9181074,0.5583435,0.9193206,0.56325656,62.769184
152,0.92326355,0.56051105,0.9170458,0.56197315,62.852592
153,0.9153776,0.55676854,0.91909313,0.56304044,62.79193
154,0.9111313,0.55420905,0.9215954,0.5642626,62.73127
155,0.9123446,0.55533326,0.9179557,0.5619252,62.913254
156,0.92750984,0.56347054,0.91689414,0.5615518,62.89809
157,0.9199272,0.56025237,0.9250076,0.56567025,62.693356
158,0.91204125,0.55535513,0.9253109,0.5660328,62.655445
159,0.9002123,0.5488523,0.92402184,0.56553507,62.67061
160,0.9002123,0.5501837,0.9216712,0.56416106,62.754017
161,0.91204125,0.5555043,0.91287535,0.55926776,63.049744
162,0.91750073,0.5580923,0.9200789,0.5635488,62.754017
163,0.8996057,0.5487495,0.918714,0.56275386,62.82226
164,0.90203214,0.5508347,0.91833484,0.5627112,62.8071
165,0.8980892,0.5479132,0.92205036,0.5644774,62.716106
166,0.91750073,0.5581518,0.91894144,0.56331754,62.738853
167,0.92205036,0.5600388,0.9199272,0.563353,62.784348
168,0.91689414,0.5581517,0.91916895,0.56310844,62.784348
169,0.91689414,0.5571455,0.9190173,0.56285334,62.81468
170,0.91568094,0.5575302,0.918714,0.5626209,62.84501
171,0.9123446,0.5553625,0.9245526,0.56596226,62.625114
172,0.91689414,0.55894935,0.9176524,0.5625645,62.776768
173,0.906885,0.55289173,0.9230361,0.56480473,62.73127
174,0.92205036,0.560718,0.9143919,0.56100214,62.852592
175,0.9259933,0.56134737,0.9096148,0.55815935,63.049744
176,0.9272066,0.563241,0.9170458,0.5624718,62.769184
177,0.91780406,0.5580564,0.9210646,0.56422395,62.708523
178,0.92478013,0.5611849,0.9256142,0.56646115,62.594784
179,0.9190173,0.5595634,0.92478013,0.5663637,62.5872
180,0.92114043,0.5607256,0.9196239,0.56387764,62.685776
181,0.91780406,0.5580403,0.918259,0.5624501,62.83743
182,0.9202305,0.56058484,0.9173491,0.56212837,62.84501
183,0.91659087,0.5580102,0.9164392,0.5618289,62.83743
184,0.90779495,0.55300325,0.9153776,0.56111103,62.890507
185,0.9208371,0.5582785,0.9244768,0.56568295,62.67061
186,0.9111313,0.5551849,0.9145435,0.56051755,62.951168
187,0.9011222,0.54974824,0.91552925,0.5615289,62.829845
188,0.92690325,0.56181425,0.913027,0.5600735,62.92842
189,0.9181074,0.5591289,0.9149985,0.5608689,62.90567
190,0.9138611,0.5568347,0.91120714,0.559533,62.913254
191,0.9153776,0.556074,0.9068092,0.5567149,63.12557
192,0.918714,0.5581225,0.9174249,0.5621742,62.829845
193,0.91264784,0.5554446,0.9144677,0.560926,62.87534
194,0.9153776,0.5560438,0.9162117,0.56135,62.90567
195,0.91355777,0.5561468,0.91143465,0.5592468,62.96633
196,0.9044586,0.55207825,0.9209129,0.5637283,62.784348
197,0.9272066,0.5627978,0.912572,0.55952275,62.989082
198,0.91143465,0.55571026,0.913027,0.5602364,62.913254
199,0.918714,0.5584779,0.92205036,0.5644994,62.708523
200,0.9138611,0.5567904,0.9199272,0.5637668,62.723686
201,0.9196239,0.5584854,0.9146952,0.5612237,62.829845
202,0.9074917,0.5523013,0.9200789,0.563497,62.776768
203,0.9087049,0.55426747,0.9096906,0.55819464,63.049744
204,0.9032454,0.5506127,0.91985136,0.56331766,62.799515
205,0.9129512,0.55622166,0.9208371,0.56418866,62.716106
206,0.92114043,0.5593358,0.915226,0.5614474,62.829845
207,0.92265695,0.5614135,0.92000306,0.5637466,62.723686
208,0.9047619,0.55205643,0.91355777,0.5602088,62.943584
209,0.9117379,0.55586505,0.91545343,0.5613605,62.84501
210,0.9202305,0.558663,0.91636336,0.56165993,62.852592
211,0.9123446,0.55474186,0.9195481,0.5635689,62.73127
212,0.9093115,0.5537508,0.90407944,0.55601525,63.080074
213,0.92205036,0.5600973,0.9222778,0.5648784,62.678192
214,0.89717925,0.5481862,0.91894144,0.56273305,62.83743
215,0.9278132,0.563478,0.9196997,0.5632284,62.79193
216,0.91628754,0.5573385,0.92197454,0.5645456,62.716106
217,0.92053384,0.5599567,0.91606003,0.56133866,62.89809
218,0.91416436,0.5563983,0.9175766,0.56209344,62.860176
219,0.914771,0.55662113,0.9237185,0.5656242,62.640278
220,0.9223536,0.55917245,0.9158326,0.5607753,62.9815
221,0.91416436,0.5572265,0.918259,0.5626315,62.81468
222,0.929633,0.5647509,0.9180316,0.5622746,62.852592
223,0.93054295,0.564714,0.9213679,0.56387985,62.784348
224,0.9087049,0.5531438,0.9168183,0.5620564,62.81468
225,0.9129512,0.5560571,0.9201547,0.5641348,62.685776
226,0.91780406,0.5574044,0.9137853,0.56077963,62.852592
227,0.9238702,0.5606905,0.91909313,0.56309193,62.784348
228,0.9032454,0.5516036,0.92197454,0.564782,62.67061
229,0.9287231,0.5644466,0.9162117,0.5618267,62.829845
230,0.9259933,0.5611705,0.91545343,0.5607287,62.96633
231,0.9153776,0.5568573,0.920458,0.56392765,62.723686
232,0.9129512,0.5552295,0.9146952,0.5610169,62.87534
233,0.91355777,0.55563015,0.91287535,0.5603138,62.86776
234,0.91780406,0.55836636,0.9199272,0.56348926,62.7616
235,0.914771,0.5570482,0.9150743,0.56097794,62.89809
236,0.9190173,0.55898815,0.9136336,0.5602584,62.943584
237,0.9250834,0.5624055,0.9159084,0.56169724,62.829845
238,0.92569,0.5624642,0.9159084,0.56134194,62.890507
239,0.92265695,0.5604234,0.9168183,0.56164587,62.882923
240,0.91659087,0.55739033,0.9138611,0.56046796,62.920837
241,0.93175614,0.5651278,0.9233394,0.5653037,62.663025
242,0.9044586,0.55071837,0.9175766,0.5618531,62.90567
243,0.9259933,0.5626496,0.91287535,0.5600587,62.936
244,0.9105247,0.55497795,0.9076433,0.55724555,63.07249
245,0.92053384,0.55886227,0.92068547,0.5638222,62.7616
246,0.93387926,0.5653273,0.90915984,0.55777115,63.080074
247,0.92690325,0.56341106,0.9118138,0.5594225,62.96633
248,0.9223536,0.5602231,0.90938735,0.5588414,62.92842
249,0.92053384,0.55905503,0.9187898,0.5633874,62.723686
250,0.9302396,0.5639969,0.918259,0.5625614,62.82226
251,0.921747,0.55972034,0.9099181,0.55844784,63.019413
252,0.91568094,0.5563776,0.9176524,0.56228375,62.83743
253,0.92205036,0.5600235,0.91841066,0.56307894,62.754017
254,0.91628754,0.5573078,0.9167425,0.56121874,62.951168
255,0.93327266,0.5656977,0.9096906,0.55830556,63.034576
256,0.93751895,0.56905586,0.9225053,0.56472117,62.708523
257,0.9132545,0.55563664,0.9093115,0.5586917,62.936
258,0.9241735,0.5615846,0.9119654,0.56004745,62.890507
259,0.9272066,0.56229526,0.91977555,0.56345946,62.754017
260,0.93054295,0.564714,0.9215196,0.564268,62.73127
261,0.9090082,0.55465955,0.91689414,0.56209916,62.82226
262,0.9287231,0.5637954,0.9166667,0.56156427,62.890507
263,0.9144677,0.5562725,0.91719747,0.5623244,62.8071
264,0.9223536,0.5611992,0.9209888,0.5640334,62.746437
265,0.92811644,0.5628347,0.9109797,0.5596422,62.882923
266,0.9080983,0.553676,0.9207613,0.5638429,62.746437
267,0.92478013,0.5615392,0.91833484,0.5624484,62.852592
268,0.90718836,0.55340195,0.9111313,0.5589696,63.01183
269,0.91568094,0.5573242,0.9216712,0.56419104,62.754017
270,0.914771,0.5558369,0.9072642,0.5572291,63.049744
271,0.91416436,0.55583686,0.9145435,0.5609728,62.87534
272,0.9059751,0.5523369,0.91628754,0.5613556,62.89809
273,0.9117379,0.55506563,0.9188656,0.56273854,62.82226
274,0.9193206,0.55875856,0.91060054,0.55882347,62.996662
275,0.9099181,0.5537355,0.9109797,0.5593318,62.936
276,0.90627843,0.5524335,0.91636336,0.5616458,62.860176
277,0.91750073,0.55674684,0.906051,0.55688465,63.049744
278,0.92144376,0.5603941,0.9146193,0.5607414,62.89809
279,0.9011222,0.5490669,0.9159842,0.5615956,62.860176
280,0.90779495,0.5535352,0.91894144,0.5625598,62.860176
281,0.90263873,0.5511173,0.92409766,0.5653406,62.716106
282,0.90718836,0.55257434,0.9208371,0.56379634,62.7616
283,0.93236274,0.5653499,0.91916895,0.5632379,62.754017
284,0.9074917,0.5527736,0.9129512,0.56001264,62.92842
285,0.9196239,0.5590468,0.91924477,0.56296957,62.799515
286,0.9105247,0.5542683,0.9245526,0.56572175,62.663025
287,0.93630576,0.56796145,0.91545343,0.56181216,62.784348
288,0.9199272,0.55861014,0.9181832,0.5627035,62.799515
289,0.90263873,0.55048037,0.9257659,0.5662398,62.64786
290,0.92478013,0.5624706,0.92060965,0.56362104,62.784348
291,0.9223536,0.5606377,0.9207613,0.564013,62.723686
292,0.9153776,0.5570501,0.9172733,0.5624553,62.784348
293,0.92478013,0.5619986,0.914771,0.56088537,62.89809
294,0.9129512,0.5555107,0.91909313,0.56340235,62.723686
295,0.92265695,0.55934346,0.9173491,0.56266063,62.754017
296,0.93205947,0.56498814,0.921747,0.5645805,62.693356
297,0.906885,0.55234486,0.91484684,0.5612421,62.83743
298,0.90172887,0.55081314,0.9242493,0.5660952,62.594784
299,0.9041553,0.5513157,0.91416436,0.56066716,62.890507
300,0.9314528,0.56498706,0.9179557,0.5624501,62.82226
301,0.9096148,0.554481,0.92144376,0.5644361,62.693356
302,0.9087049,0.5527887,0.9180316,0.5622824,62.860176
303,0.9229603,0.5604752,0.9124204,0.55977064,62.951168
304,0.9099181,0.5540911,0.9293297,0.5680612,62.55687
305,0.9196239,0.5582492,0.918259,0.56268704,62.8071
306,0.9102214,0.5541275,0.909539,0.558742,62.951168
307,0.9259933,0.56168866,0.91484684,0.56072783,62.913254
308,0.9244768,0.56102896,0.9181832,0.5626258,62.8071
309,0.90658176,0.5533132,0.9138611,0.56051946,62.913254
310,0.9153776,0.5573157,0.91780406,0.5624391,62.81468
311,0.8950561,0.54639006,0.91484684,0.56116843,62.852592
312,0.9181074,0.55923086,0.92205036,0.56364226,62.86776
313,0.89869577,0.5497471,0.92182285,0.56446815,62.716106
314,0.92265695,0.55990654,0.9188656,0.5624915,62.86776
315,0.9153776,0.5570198,0.918714,0.56237644,62.86776
316,0.9074917,0.5523295,0.91424024,0.56028825,62.96633
317,0.9235669,0.55998677,0.91985136,0.5635909,62.73127
318,0.9144677,0.55674577,0.90923566,0.5580509,63.064907
319,0.90718836,0.55318093,0.91560507,0.56115395,62.90567
320,0.9159842,0.55650216,0.92182285,0.5643163,62.738853
321,0.89596605,0.54722536,0.9166667,0.56213385,62.799515
322,0.9090082,0.55412674,0.91780406,0.56220216,62.84501
323,0.918714,0.5584768,0.90771914,0.5570922,63.110405
324,0.9193206,0.55801946,0.91750073,0.56155926,62.943584
325,0.918714,0.5579895,0.9146952,0.5609756,62.882923
326,0.9102214,0.55495536,0.9193964,0.5633874,62.746437
327,0.921747,0.55955696,0.9167425,0.56177324,62.87534
328,0.89596605,0.5470628,0.91985136,0.56373936,62.723686
329,0.903852,0.5512192,0.921747,0.5641516,62.7616
330,0.936609,0.5676432,0.92068547,0.5634455,62.82226
331,0.92326355,0.56043744,0.9146193,0.56079656,62.89809
332,0.9190173,0.5585592,0.9173491,0.56297874,62.708523
333,0.92144376,0.55858845,0.91401273,0.5605155,62.936
334,0.9159842,0.5571239,0.91977555,0.5632863,62.799515
335,0.8974826,0.5485644,0.9109797,0.5588326,63.019413
336,0.9196239,0.5589286,0.91355777,0.5602237,62.951168
337,0.8993024,0.54905176,0.916515,0.56214124,62.784348
338,0.9272066,0.56436527,0.9164392,0.56215787,62.79193
339,0.91568094,0.5571162,0.91226876,0.5594006,62.989082
340,0.91082805,0.5547929,0.91856235,0.56265366,62.829845
341,0.9102214,0.5555912,0.9184865,0.56305486,62.754017
342,0.92144376,0.5595201,0.9284956,0.56783,62.541706
343,0.9090082,0.55295867,0.9150743,0.56070447,62.943584
344,0.92690325,0.56276107,0.91287535,0.5596076,63.004246
345,0.914771,0.5565173,0.91484684,0.5608507,62.913254
346,0.9093115,0.55286247,0.91909313,0.5631954,62.7616
347,0.91719747,0.558322,0.9161359,0.5619576,62.79193
348,0.9293297,0.5635603,0.92197454,0.56432754,62.746437
349,0.9208371,0.5597724,0.90658176,0.55732316,63.019413
350,0.92053384,0.5595578,0.9194723,0.56348956,62.73127
351,0.90627843,0.5525366,0.91211706,0.5598298,62.920837
352,0.9129512,0.55540794,0.9179557,0.5623467,62.83743
353,0.9159842,0.55642754,0.9167425,0.5620133,62.82226
354,0.9272066,0.5628868,0.91355777,0.56002414,62.973915
355,0.9150743,0.5558002,0.91560507,0.5611096,62.913254
356,0.91568094,0.5566127,0.9200789,0.5631346,62.83743
357,0.92811644,0.5631011,0.9179557,0.5619142,62.89809
358,0.9223536,0.5599129,0.92622083,0.56656903,62.61753
359,0.9105247,0.5551859,0.92288446,0.56470156,62.73127
360,0.91143465,0.55534077,0.92493176,0.5657495,62.685776
361,0.9123446,0.5549933,0.9187898,0.56298846,62.784348
362,0.91689414,0.5579882,0.91204125,0.55989045,62.90567
363,0.91719747,0.5580251,0.91067636,0.5591983,62.936
364,0.92569,0.5623601,0.91841066,0.5626164,62.82226
365,0.9208371,0.55943197,0.93175614,0.56920123,62.511375
366,0.9117379,0.55527383,0.91841066,0.5627496,62.799515
367,0.90506524,0.5514121,0.91689414,0.56203604,62.83743
368,0.9144677,0.55708617,0.9168183,0.56213003,62.81468
369,0.9196239,0.5594908,0.9118896,0.55977196,62.89809
370,0.9102214,0.5553551,0.9166667,0.561923,62.84501
371,0.90506524,0.55246276,0.9178799,0.5624149,62.82226
372,0.9044586,0.5519895,0.92258114,0.56465673,62.738853
373,0.90658176,0.5530619,0.9164392,0.56200945,62.81468
374,0.91416436,0.55715233,0.9166667,0.5620707,62.81468
375,0.90779495,0.5529294,0.91272366,0.5599592,62.936
376,0.91416436,0.55580765,0.9150743,0.561462,62.81468
377,0.8980892,0.5481798,0.91264784,0.5597872,62.95875
378,0.9132545,0.55546,0.9193206,0.56317526,62.784348
379,0.9244768,0.5616517,0.9215196,0.56417936,62.754017
380,0.921747,0.5597942,0.9158326,0.56183594,62.8071
381,0.914771,0.5568573,0.92690325,0.56752455,62.50379
382,0.9181074,0.5587433,0.91067636,0.5587294,63.026993
383,0.9193206,0.5601331,0.9190173,0.5633044,62.754017
384,0.918714,0.55852145,0.9149985,0.5610281,62.882923
385,0.90627843,0.5521226,0.9116621,0.5593079,62.989082
386,0.921747,0.5601928,0.9180316,0.56239283,62.84501
387,0.91082805,0.55440825,0.9193206,0.5635779,62.708523
388,0.9150743,0.55749977,0.9215954,0.5646395,62.685776
389,0.8962693,0.5471138,0.9133303,0.5600995,62.943584
390,0.9144677,0.5555638,0.9215196,0.56417614,62.754017
391,0.9138611,0.55622894,0.9146193,0.56058234,62.936
392,0.9199272,0.55900884,0.9159842,0.56171405,62.83743
393,0.9102214,0.5547342,0.9158326,0.5614551,62.86776
394,0.92053384,0.5599857,0.91924477,0.5633617,62.746437
395,0.9299363,0.564491,0.91606003,0.5616307,62.84501
396,0.92478013,0.56224966,0.91977555,0.5635154,62.754017
397,0.90658176,0.5538603,0.9193964,0.5628219,62.83743
398,0.9138611,0.556316,0.91264784,0.5599348,62.936
399,0.9087049,0.55423826,0.92068547,0.5641809,62.693356
