,validatation_mae,validation_mse,train_mae,train_mse
136,0.95147103,0.6005984,0.67318773,0.41172203
137,0.9723992,0.6015259,0.67622083,0.4159643
138,0.9596603,0.6007547,0.6615863,0.40720728
139,0.95298755,0.6001317,0.6729603,0.4116014
140,0.9599636,0.60699767,0.67493176,0.41487122
141,0.9390355,0.59376895,0.6745526,0.41171417
142,0.95662725,0.6009942,0.6674249,0.4080531
143,0.936609,0.5890812,0.66431606,0.4063311
144,0.9408553,0.589657,0.65438277,0.39910203
145,0.92841977,0.58287317,0.65438277,0.40114263
146,0.9463148,0.59683,0.66424024,0.40464288
147,0.936609,0.5951155,0.66750073,0.40661654
148,0.95875037,0.59908974,0.6633303,0.40548196
149,0.96087354,0.6014813,0.6709129,0.40888876
150,0.9642099,0.6026554,0.6570367,0.40046474
151,0.95298755,0.6027651,0.65066725,0.39657712
152,0.96633303,0.6101754,0.6515772,0.39570826
153,0.95359415,0.60041445,0.646876,0.39308625
154,0.9193206,0.5795137,0.6566576,0.40079576
155,0.9590537,0.60008717,0.6562026,0.40002578
156,0.9642099,0.6083206,0.6546103,0.39770126
157,0.9414619,0.5948663,0.6496815,0.3938092
158,0.9542008,0.60288405,0.64429784,0.39050794
159,0.95147103,0.6021354,0.6567334,0.39795715
160,0.96845615,0.6133803,0.65627843,0.3986712
161,0.948438,0.6038035,0.649909,0.39305994
162,0.9499545,0.5930286,0.6458902,0.39164537
163,0.95875037,0.6038253,0.64232635,0.38874704
164,0.95298755,0.601358,0.64801335,0.39144313
165,0.95238096,0.60474706,0.6399757,0.38772064
166,0.9699727,0.6130476,0.6355778,0.38477316
167,0.9748256,0.61399466,0.64452535,0.3898141
168,0.948438,0.5983463,0.63944495,0.38555956
169,0.9542008,0.600343,0.646421,0.39138064
170,0.9532909,0.60081506,0.65938735,0.39681673
171,0.93539584,0.5907197,0.63542616,0.38555744
172,0.9447983,0.5943863,0.64164394,0.38763547
173,0.9451016,0.59474456,0.6207916,0.3729025
174,0.97330904,0.60982853,0.60987264,0.36561954
175,0.94813466,0.602141,0.6037307,0.361579
176,0.9545041,0.60404634,0.6008493,0.3595266
177,0.9454049,0.59972435,0.5980437,0.35770082
178,0.95177436,0.60369426,0.6017592,0.35981488
179,0.94661814,0.59602493,0.59576887,0.3550859
180,0.9639066,0.6053384,0.6016075,0.35818684
181,0.9651198,0.61036575,0.5900819,0.3522913
182,0.97907186,0.61917156,0.5876554,0.35046372
183,0.9611768,0.6060123,0.5932666,0.35307947
184,0.9681529,0.61329955,0.59000605,0.35124645
185,0.95147103,0.60459006,0.58712465,0.34916037
186,0.94722474,0.60065246,0.58993024,0.35114434
187,0.94722474,0.59959084,0.58583564,0.34869272
188,0.96148014,0.6090497,0.58447075,0.34716883
189,0.9538975,0.6058489,0.5833333,0.3465272
190,0.9557173,0.6083774,0.5909918,0.3511673
191,0.9575372,0.60531694,0.5860631,0.3483137
192,0.9711859,0.6162878,0.5835608,0.34575585
193,0.9711859,0.6100297,0.5784804,0.34448874
194,0.9696694,0.6123726,0.5799211,0.34346268
195,0.96087354,0.60858303,0.5775705,0.34217653
196,0.94752806,0.60239357,0.57734305,0.34293738
197,0.9739157,0.61765814,0.5766606,0.34208137
198,0.96784955,0.6143262,0.57870793,0.34325176
199,0.9854413,0.62135625,0.57529575,0.3410976
