validation_mae,validation_mse,train_mae,train_mse,train_accuracy
1.1028208,0.65789837,1.2478011,0.72590667,54.830147
1.0552016,0.631332,1.1476343,0.67474914,57.54474
0.97694874,0.59321773,1.0467092,0.6246444,59.978767
0.95177436,0.5840051,0.99673945,0.59992987,61.161663
0.95298755,0.58345824,0.9783136,0.59161985,61.480133
0.9420686,0.57906324,0.94313014,0.5735138,62.4128
0.9454049,0.57805157,0.9524568,0.57808703,62.21565
0.9399454,0.5757726,0.940552,0.5730359,62.344555
0.94661814,0.57998854,0.95435244,0.5798051,62.0185
0.933576,0.5740632,0.936609,0.57069516,62.511375
0.93812555,0.5750759,0.94404006,0.574213,62.35214
0.9420686,0.57699233,0.94093114,0.57324886,62.321808
0.9399454,0.57626015,0.92546254,0.5658624,62.640278
0.9341826,0.5732486,0.9238702,0.56429183,62.81468
0.93205947,0.57427794,0.92258114,0.56354994,62.852592
0.9563239,0.5832304,0.9236427,0.5644051,62.776768
0.9557173,0.583289,0.91780406,0.56150264,62.913254
0.9229603,0.56994253,0.92523503,0.5647914,62.82226
0.91355777,0.56625,0.9161359,0.5603273,63.004246
0.9238702,0.5687652,0.9088565,0.55709755,63.133152
0.93205947,0.5726346,0.9129512,0.5595421,62.951168
0.921747,0.5683286,0.9118896,0.5578672,63.171066
0.93114954,0.57242,0.901198,0.5534151,63.29997
0.94115865,0.5800026,0.9040036,0.5547637,63.21656
0.95025784,0.5804781,0.8956627,0.55090904,63.368214
0.9520776,0.58281344,0.89725506,0.5509737,63.44404
0.9314528,0.5742314,0.88899,0.5469843,63.61086
0.92690325,0.56978667,0.894222,0.54830384,63.694267
0.93266606,0.5739074,0.8899757,0.5469091,63.694267
0.93600243,0.57422596,0.89225054,0.5484742,63.56536
0.936609,0.575558,0.88163483,0.54297006,63.853504
0.9387322,0.5757726,0.89285713,0.54901737,63.512283
0.94722474,0.5831398,0.8770094,0.5410518,63.883835
0.9259933,0.573152,0.879815,0.5422222,63.861084
0.948438,0.5824583,0.8792084,0.54075795,64.04307
0.9238702,0.57209516,0.89225054,0.5475748,63.70185
0.9526843,0.5876371,0.8822414,0.5425223,63.92933
0.93266606,0.5764691,0.8707916,0.53567654,64.384285
0.95086443,0.58473825,0.8721565,0.5382816,64.035484
0.94813466,0.5853214,0.87465876,0.5385085,64.14165
0.92690325,0.5766966,0.8701092,0.53561646,64.35396
0.936609,0.5769771,0.8607825,0.5304033,64.634514
0.94752806,0.5848348,0.86707616,0.5344212,64.369125
0.94692147,0.58575016,0.85130423,0.5256369,64.869576
0.9308462,0.57676274,0.8626782,0.53191346,64.52836
0.9278132,0.57630223,0.8651046,0.53279495,64.482864
0.9542008,0.59347457,0.8572187,0.528759,64.70276
0.96087354,0.5921139,0.8475129,0.5231218,65.0364
0.93751895,0.58044446,0.8494844,0.524568,64.93024
0.9414619,0.5855443,0.8484228,0.523137,65.07431
0.9441917,0.58731073,0.8472096,0.5224182,65.13497
0.9520776,0.5904771,0.85562634,0.52681136,64.87716
0.9590537,0.59002566,0.8504701,0.5240669,65.0364
0.9414619,0.5838884,0.83735216,0.51763225,65.34728
0.92326355,0.577156,0.85987264,0.5292349,64.717926
0.9447983,0.5880358,0.837428,0.5162001,65.54443
0.94115865,0.58254576,0.8261298,0.51027125,65.87807
0.96148014,0.596642,0.8304519,0.5123646,65.76433
0.92569,0.57481945,0.8346982,0.5141071,65.70367
0.93751895,0.5791892,0.82673645,0.509796,65.96148
0.94601154,0.58935076,0.8246133,0.5070702,66.24962
0.94874126,0.5883256,0.8266606,0.5087882,66.090385
0.9596603,0.60482246,0.8241583,0.5064518,66.3027
0.936609,0.58441746,0.8255232,0.5072873,66.27237
0.940552,0.5869264,0.8226418,0.5056684,66.340614
0.9378223,0.5846246,0.8189263,0.50369096,66.44677
0.93751895,0.5873869,0.8214286,0.506307,66.1738
0.94237185,0.5844115,0.8162724,0.5034191,66.35578
0.9511677,0.5924548,0.8080831,0.49641353,66.99272
0.96572644,0.60113996,0.8098271,0.49741364,66.93206
0.99332726,0.6188849,0.81513494,0.49973297,66.83349
0.9193206,0.57964706,0.80876553,0.49604163,67.09129
0.94661814,0.58883625,0.8093721,0.49610463,67.12163
0.94661814,0.59001976,0.7988323,0.48940107,67.56142
0.9548074,0.60005856,0.79397935,0.48563913,67.86472
0.9399454,0.5902997,0.7986048,0.4897944,67.47801
0.94328177,0.5887996,0.8034577,0.49171868,67.440094
0.9447983,0.5888806,0.8056567,0.49294722,67.38702
0.9457082,0.5949391,0.78821653,0.48302013,67.97846
0.9387322,0.5956249,0.7777525,0.47558594,68.55475
0.94752806,0.59755486,0.7809372,0.47706604,68.47134
0.9675462,0.60682166,0.78791326,0.48144838,68.1832
0.9602669,0.5999682,0.7867,0.48083118,68.213524
0.9799818,0.60755086,0.77244467,0.47275665,68.69123
0.95359415,0.5982228,0.7853351,0.47897032,68.410675
0.9526843,0.5938787,0.78298455,0.47749215,68.532
0.9648165,0.59786147,0.77130723,0.46956778,69.08553
0.9356991,0.5862191,0.7777525,0.47565883,68.53958
0.9496512,0.59666264,0.7853351,0.47749463,68.63815
0.97330904,0.61173844,0.7704732,0.469523,69.07795
0.9596603,0.60443795,0.7691083,0.46802112,69.2296
0.96178347,0.60012203,0.7669093,0.4650797,69.54049
0.95147103,0.5964856,0.7663785,0.4654439,69.46467
0.9584471,0.6005321,0.7698665,0.46953818,69.04004
0.9350925,0.5889722,0.76235974,0.46277878,69.67698
0.96178347,0.60483205,0.7594025,0.461735,69.646645
0.96208674,0.6087586,0.7542463,0.45809153,69.942375
1.0018198,0.61989206,0.7565969,0.45885876,69.942375
0.94176525,0.5900331,0.7543221,0.45617673,70.22293
0.95086443,0.59871924,0.7550045,0.45716298,70.10919
0.9590537,0.60648125,0.7540188,0.4566328,70.131935
0.9590537,0.6004591,0.7506824,0.45480525,70.25326
0.9654231,0.6025221,0.75045496,0.45536444,70.17744
0.9739157,0.6215619,0.74408555,0.44892973,70.78404
0.9463148,0.5997577,0.74810433,0.452094,70.52624
0.9526843,0.598967,0.7309675,0.4419709,71.14801
0.95147103,0.5990701,0.7396876,0.44726562,70.79921
0.95298755,0.596196,0.73703367,0.44540983,70.98119
0.97907186,0.6160234,0.73498636,0.44286275,71.239006
0.97785866,0.6152189,0.72914773,0.441042,71.20109
0.95935696,0.60037655,0.73619956,0.44348866,71.19351
0.9642099,0.613286,0.7165605,0.43252382,71.83045
0.9505611,0.5953549,0.7449196,0.44806927,70.96603
0.9945405,0.62205017,0.7301335,0.43931347,71.49682
0.95147103,0.5955075,0.73149836,0.43988287,71.49682
0.9545041,0.60750645,0.72277826,0.4345801,71.838036
0.9490446,0.59620535,0.7209585,0.4330463,71.989685
0.9545041,0.59907216,0.7380194,0.4433045,71.30725
0.9681529,0.6085061,0.73559296,0.44090375,71.55748
0.95602065,0.59828055,0.7309675,0.43797588,71.75462
0.9633,0.60892224,0.71989685,0.43168488,72.11859
0.96178347,0.6060873,0.7252047,0.43412957,72.04276
0.9590537,0.6066842,0.7308159,0.4385493,71.640884
0.9942372,0.62143546,0.7274037,0.43570358,71.90628
0.9505611,0.60087186,0.7245223,0.4344305,71.951775
0.96845615,0.61554015,0.71860784,0.43021354,72.277824
0.9723992,0.61613953,0.7210343,0.4316203,72.19442
0.9730058,0.61970186,0.7124659,0.42729697,72.40673
0.9660297,0.6073593,0.7165605,0.429288,72.300575
0.96845615,0.615184,0.71094936,0.4243353,72.747955
0.9493479,0.60086936,0.70935696,0.42368177,72.785866
0.9717925,0.6142202,0.7116318,0.42591205,72.56597
0.97148925,0.6149046,0.70602065,0.4218026,72.89202
0.9723992,0.6057082,0.70928115,0.42412758,72.70245
0.9499545,0.6032654,0.71178347,0.4244298,72.77828
0.9705793,0.61208683,0.69889295,0.4165033,73.30148
0.97694874,0.61277395,0.70033365,0.41667163,73.36973
0.948438,0.59769636,0.7024568,0.41833985,73.21808
0.97725207,0.6146318,0.7018502,0.41806668,73.21808
0.9751289,0.6134832,0.70177436,0.41874117,73.12708
0.95086443,0.5995444,0.694495,0.41361868,73.5138
0.9824082,0.6250098,0.7055657,0.42020544,73.10434
0.9605702,0.6138526,0.6890355,0.41097295,73.635124
0.94115865,0.60167706,0.7051107,0.41992018,73.13467
0.9793752,0.6223578,0.6977555,0.41495538,73.47588
0.9499545,0.6055792,0.70351833,0.41865048,73.22566
0.9526843,0.6062615,0.6926752,0.41190585,73.68062
0.9860479,0.6231146,0.69313014,0.41183555,73.695786
0.9730058,0.6193501,0.6993479,0.41468444,73.57446
0.9693661,0.61212814,0.6948741,0.41242638,73.695786
0.99818015,0.6287523,0.6844101,0.40682563,74.006676
0.9693661,0.6109183,0.6830452,0.40547633,74.15074
