,validatation_mae,validation_mse,train_mae,train_mse,train_accuracy
0,1.1070669889450073,0.6518744826316833,1.2703973054885864,0.7456133365631104,7030.0
1,1.1094934940338135,0.6549076437950134,1.150818943977356,0.676158607006073,7584.0
2,1.1170761585235596,0.65648353099823,1.1492265462875366,0.6750470995903015,7595.0
3,1.1122232675552368,0.6576665639877319,1.1503639221191406,0.6755446791648865,7593.0
4,1.1070669889450073,0.6518744826316833,1.1488474607467651,0.6747569441795349,7598.0
5,1.0509554147720337,0.6235355734825134,1.1251895427703857,0.6633605360984802,7667.0
6,0.9651197791099548,0.5824971199035645,1.0267667770385742,0.6151149272918701,7967.0
7,0.9493479132652283,0.5746998190879822,0.9676221013069153,0.5871168375015259,8127.0
8,0.9029420614242554,0.5522023439407349,0.9674704074859619,0.5865067839622498,8137.0
9,0.9372156262397766,0.5680866241455078,0.9443433284759521,0.5755372047424316,8200.0
10,0.9111313223838806,0.5557758808135986,0.9329693913459778,0.570229172706604,8229.0
11,0.9132544994354248,0.5571734309196472,0.9184106588363647,0.5627574920654297,8282.0
12,0.9144676923751831,0.5590084195137024,0.9193964004516602,0.5632727146148682,8275.0
13,0.9074916839599609,0.5541337728500366,0.9191689491271973,0.5632929801940918,8274.0
14,0.8965726494789124,0.5506706833839417,0.9136335849761963,0.5604175329208374,8294.0
15,0.9250833988189697,0.5649316906929016,0.9093114733695984,0.5581633448600769,8310.0
16,0.9041553139686584,0.5561660528182983,0.9093114733695984,0.5579003691673279,8316.0
17,0.9108280539512634,0.5554282069206238,0.9027146100997925,0.5555909872055054,8316.0
18,0.9084015488624573,0.5555168986320496,0.8980133533477783,0.5524984002113342,8346.0
19,0.913557767868042,0.5592522025108337,0.8986957669258118,0.5532394051551819,8335.0
20,0.8971792459487915,0.549635112285614,0.9039278030395508,0.5560974478721619,8314.0
21,0.9014255404472351,0.5509078502655029,0.8927813172340393,0.5501475930213928,8357.0
22,0.8814073204994202,0.5425766110420227,0.887776792049408,0.5476208925247192,8375.0
23,0.92144376039505,0.5625365972518921,0.8842887282371521,0.545720100402832,8388.0
24,0.9084015488624573,0.554658830165863,0.8911889791488647,0.54976886510849,8355.0
25,0.9017288684844971,0.5534601807594299,0.8857294321060181,0.5465911626815796,8383.0
26,0.9020321369171143,0.5517508387565613,0.8829997181892395,0.5453475713729858,8386.0
27,0.9144676923751831,0.5576032400131226,0.8809523582458496,0.5441330671310425,8396.0
28,0.9047619104385376,0.5529866814613342,0.8786776065826416,0.5431125164031982,8403.0
29,0.9105247259140015,0.559785008430481,0.8824689388275146,0.5451604127883911,8387.0
30,0.9150742888450623,0.5586974024772644,0.8843645453453064,0.5472489595413208,8357.0
31,0.8953593969345093,0.5502405166625977,0.8836063146591187,0.5459056496620178,8381.0
32,0.8968759775161743,0.5501887202262878,0.8757961988449097,0.5412402153015137,8420.0
33,0.900818943977356,0.5546936988830566,0.8762511610984802,0.5418360233306885,8411.0
34,0.9159842133522034,0.5602583289146423,0.8778434991836548,0.5431475043296814,8395.0
35,0.913557767868042,0.559132993221283,0.8760236501693726,0.5421490669250488,8403.0
36,0.9011222124099731,0.5567586421966553,0.8632089495658875,0.5363088846206665,8433.0
37,0.9223536252975464,0.567412257194519,0.8679860234260559,0.5376328229904175,8438.0
38,0.9020321369171143,0.5524169206619263,0.8735213875770569,0.5423935651779175,8379.0
39,0.9156809449195862,0.5609613060951233,0.8557021617889404,0.5323714017868042,8460.0
40,0.92144376039505,0.564724326133728,0.8698058724403381,0.5390967130661011,8424.0
41,0.9244768023490906,0.565511167049408,0.8519108295440674,0.5304518938064575,8474.0
42,0.9196239113807678,0.5630542039871216,0.859948456287384,0.5349685549736023,8435.0
43,0.907188355922699,0.5552948713302612,0.858735203742981,0.5330893397331238,8466.0
44,0.8795875310897827,0.5442776679992676,0.8548680543899536,0.5317375659942627,8469.0
45,0.9123445749282837,0.5580084919929504,0.8631331324577332,0.5362000465393066,8434.0
46,0.9102213978767395,0.5567150712013245,0.8481194972991943,0.5285137891769409,8485.0
