validation_mae,validation_mse,train_mae,train_mse,train_accuracy
1.1610554,0.6787613,1.2265697,0.71564543,55.368515
1.1610554,0.67876136,1.1395208,0.67136204,57.66606
1.1616621,0.6791903,1.1360327,0.66863984,57.89354
1.1637852,0.6819352,1.1370944,0.6689988,57.89354
1.1471034,0.67485386,1.1283743,0.665094,58.03761
1.0048529,0.6036947,1.0568699,0.629816,59.743706
0.9420686,0.5745091,0.96777374,0.58607715,61.798603
0.98756444,0.593731,0.9328177,0.5696777,62.481045
0.94692147,0.5741702,0.9341826,0.5704878,62.420383
0.93600243,0.56993794,0.9107522,0.55884856,62.9815
