validation_mae,validation_mse,train_mae,train_mse,train_accuracy
1.122839,0.65807444,1.2483318,0.7329235,54.041553
1.0479224,0.6218176,1.1057022,0.6544851,58.515316
1.0294207,0.6152402,1.039733,0.6230173,59.887775
0.97421896,0.5891259,0.9978769,0.60289454,60.782528
0.94176525,0.5712147,0.9767971,0.59210145,61.351227
0.92114043,0.5593064,0.9723992,0.5897962,61.46497
0.94813466,0.57437336,0.9604944,0.5847119,61.61662
0.9235669,0.5610659,0.9667122,0.5878009,61.47255
0.91780406,0.5586753,0.9633758,0.58570707,61.60904
0.9287231,0.56270033,0.9576888,0.58317184,61.70003
0.9420686,0.5709417,0.9542008,0.58135974,61.806187
0.92114043,0.5622801,0.94692147,0.57854366,61.866848
0.9314528,0.5659023,0.93114954,0.5702511,62.29906
0.94115865,0.5693505,0.9385047,0.5734672,62.1929
0.93387926,0.5661538,0.93744314,0.5730268,62.185318
0.9005156,0.5498058,0.92826813,0.5688789,62.359722
0.93812555,0.57117015,0.92917806,0.5686711,62.420383
0.9244768,0.56408817,0.9257659,0.56774133,62.405216
0.92205036,0.5617981,0.9322111,0.57130456,62.200485
0.9265999,0.5620873,0.93676066,0.5725446,62.2384
0.9123446,0.5578908,0.92053384,0.5645913,62.609947
0.921747,0.5632972,0.92622083,0.5671751,62.511375
0.92902637,0.566822,0.9199272,0.5653756,62.450714
0.9190173,0.5590899,0.918714,0.5637782,62.61753
0.93630576,0.56807965,0.92326355,0.56610084,62.511375
0.91689414,0.55890477,0.92265695,0.5654244,62.572037
0.9138611,0.5605457,0.9167425,0.5627645,62.678192
0.9132545,0.55919933,0.90423113,0.55671096,62.951168
0.90294206,0.5527077,0.91408855,0.56099427,62.8071
0.92114043,0.56554806,0.91689414,0.5634599,62.5872
0.91719747,0.5637815,0.9074158,0.5578869,62.920837
0.91628754,0.55900836,0.9089324,0.5590561,62.81468
0.92478013,0.5643317,0.90423113,0.556748,62.920837
0.9159842,0.5578474,0.901653,0.5555937,62.973915
0.9144677,0.5615099,0.8983166,0.5537558,63.064907
0.9144677,0.559025,0.9011222,0.5548967,63.04216
0.91143465,0.5566268,0.8955111,0.5523476,63.148315
0.91719747,0.5614442,0.8917956,0.55028254,63.292385
0.9199272,0.5625735,0.8996057,0.5538801,63.117985
0.8980892,0.5510914,0.8935396,0.5502659,63.353046
0.90233546,0.55725056,0.8993024,0.5539932,63.095238
0.92750984,0.5679519,0.89141643,0.549944,63.292385
0.9159842,0.56138,0.88580525,0.5468035,63.47437
0.92750984,0.5676127,0.8864877,0.5476957,63.383377
0.9244768,0.56601155,0.9052169,0.5568012,62.943584
0.91689414,0.5647932,0.8958902,0.5515955,63.284805
0.933576,0.571016,0.8826964,0.5449704,63.58811
0.94297844,0.5763024,0.8808007,0.54430294,63.58053
0.9090082,0.5623494,0.88861084,0.5480368,63.451622
0.9096148,0.55909514,0.8784501,0.5429177,63.67152
0.8974826,0.552675,0.8869427,0.54767036,63.398544
0.9384289,0.5721068,0.87625116,0.54173565,63.747345
0.90263873,0.56510663,0.8720807,0.5399811,63.78526
0.92690325,0.5719316,0.88292384,0.54549825,63.5047
0.90233546,0.5570078,0.87458295,0.541152,63.717014
0.93327266,0.5727675,0.8732939,0.5404465,63.762512
0.903852,0.55645657,0.86745524,0.53666806,64.0279
0.93266606,0.5689062,0.87481046,0.54086155,63.75493
0.9244768,0.5669779,0.8700334,0.5387373,63.830753
0.95086443,0.5780798,0.87117076,0.5395032,63.808006
0.9341826,0.57237583,0.86191994,0.5350498,64.01274
0.91568094,0.56120974,0.86138916,0.53326195,64.2478
0.92811644,0.57222694,0.86897177,0.5379343,63.914165
0.933576,0.5699351,0.8673036,0.5364205,64.05065
0.9202305,0.570794,0.86116165,0.53358847,64.171974
0.9396421,0.5769806,0.85979676,0.53299004,64.171974
0.906885,0.5611175,0.8508493,0.5273383,64.55869
0.9265999,0.5688477,0.85274494,0.52795476,64.55869
0.9265999,0.5701335,0.84220505,0.52401394,64.619354
0.9253867,0.5717939,0.8528966,0.5288186,64.45253
0.91568094,0.56622803,0.8544131,0.52829874,64.581436
0.929633,0.57807624,0.83598727,0.5192203,64.99848
0.9190173,0.56773293,0.83993024,0.52190477,64.808914
0.9350925,0.5772242,0.8559296,0.5287018,64.61177
0.92690325,0.5674935,0.8437974,0.5239146,64.717926
0.9259933,0.57180244,0.84827113,0.525393,64.67243
0.94874126,0.587691,0.8423567,0.522755,64.8165
0.9402487,0.57925755,0.84167427,0.5221623,64.84683
0.9302396,0.57426286,0.84372157,0.5229597,64.83925
0.8996057,0.5547095,0.8411435,0.52049303,65.043976
0.90779495,0.5618908,0.8398544,0.51942474,65.1653
0.9329694,0.576532,0.82673645,0.5135684,65.36245
0.92629665,0.5753919,0.8382621,0.51873994,65.17288
0.9223536,0.5723083,0.83083105,0.51565766,65.256294
0.91780406,0.5681679,0.8396269,0.51959807,65.119804
0.94813466,0.5831875,0.82802546,0.51242006,65.61268
0.9132545,0.5682374,0.82302094,0.5114546,65.47619
0.9420686,0.5826704,0.8262057,0.51224196,65.52927
0.93175614,0.5816035,0.81877464,0.5084031,65.718834
0.94328177,0.57586455,0.81945705,0.5085223,65.741585
0.92629665,0.57755584,0.8234759,0.5104784,65.643005
0.92265695,0.5737361,0.8164998,0.50677514,65.84016
0.9235669,0.57556057,0.81877464,0.5064832,65.99181
0.92053384,0.5720003,0.82089776,0.50905746,65.718834
0.9229603,0.5782955,0.81953293,0.5071026,65.92357
0.9356991,0.5800737,0.81111616,0.50118566,66.39369
0.9265999,0.5755793,0.812936,0.5022434,66.33303
0.91082805,0.56760275,0.8124052,0.5020079,66.32545
0.9278132,0.5749543,0.81900215,0.50615656,66.06005
0.9393388,0.5810345,0.80846226,0.49978912,66.439186
0.9244768,0.5724339,0.8042918,0.49726832,66.62117
0.93054295,0.581519,0.8052017,0.49767527,66.61359
0.9238702,0.5733092,0.8060358,0.49788463,66.62117
0.9447983,0.59256136,0.7954959,0.4924935,66.87898
0.93387926,0.5804129,0.7992114,0.4937819,66.89415
0.96299666,0.5923552,0.7894298,0.48916808,67.06855
0.9287231,0.57702094,0.8003488,0.4937356,66.9548
0.9244768,0.5824177,0.7851835,0.4864155,67.28086
0.9196239,0.56542116,0.81179863,0.49980813,66.62875
0.9287231,0.5781459,0.79640585,0.49345896,66.7804
0.9526843,0.5894395,0.7999697,0.49253938,67.09129
0.9384289,0.5857358,0.7936761,0.48981616,67.174706
0.94328177,0.589209,0.78131634,0.48189446,67.7434
0.9511677,0.5898604,0.7859418,0.4854322,67.424934
0.93751895,0.58068246,0.77092814,0.4761705,68.06946
0.92114043,0.5785214,0.7749469,0.4769308,68.17561
0.96148014,0.59755933,0.7782833,0.47973567,67.89506
0.9378223,0.5860188,0.7840461,0.48144037,67.94055
0.95784044,0.59802455,0.77578104,0.47757253,68.0922
0.9526843,0.60316664,0.7754777,0.47688144,68.17561
0.9259933,0.5785964,0.7760085,0.47557387,68.410675
0.93266606,0.58185023,0.7719897,0.47626656,68.084625
0.9341826,0.58388567,0.77388537,0.47590294,68.25144
0.9241735,0.579129,0.77305126,0.475083,68.32727
0.95784044,0.5952496,0.78821653,0.48259574,67.9633
0.94752806,0.593028,0.776236,0.47502849,68.49409
0.95662725,0.59716976,0.7669093,0.4705213,68.69123
0.9542008,0.59177357,0.77646345,0.4765678,68.28177
0.9208371,0.58191335,0.7720655,0.47196767,68.73673
0.9259933,0.5789198,0.76235974,0.46763575,68.873215
0.9526843,0.5887147,0.76016074,0.4671939,68.85047
0.93691236,0.5841608,0.76304215,0.46728703,68.971794
0.9548074,0.5982315,0.7456021,0.45600182,69.77555
0.94783133,0.5921006,0.76592356,0.46769357,69.047615
0.9611768,0.59444046,0.7634971,0.4666941,69.11586
0.9390355,0.5852322,0.7634213,0.46731785,69.00212
0.936609,0.58188695,0.7471944,0.45676216,69.75281
0.94115865,0.5907703,0.75697607,0.46028936,69.71489
0.96784955,0.6016047,0.7537155,0.45878845,69.76039
0.9435851,0.59523815,0.7480285,0.45663086,69.805885
0.9548074,0.6028208,0.7562936,0.45990223,69.76797
0.9499545,0.5867857,0.75750685,0.46138978,69.55566
0.955414,0.59696454,0.7492417,0.4560009,69.9727
0.9293297,0.58527535,0.74181074,0.45160058,70.245674
0.9399454,0.5915129,0.7379436,0.44972277,70.34425
0.9711859,0.614702,0.74097663,0.44974098,70.48074
0.93387926,0.58969057,0.7405975,0.45013484,70.38975
0.9581438,0.59649855,0.74825597,0.45468333,70.12435
0.94783133,0.5954339,0.74127996,0.45130247,70.26084
0.98210496,0.6100131,0.74810433,0.4511853,70.602066
0.9675462,0.6058852,0.7338489,0.44527704,70.77647
0.9463148,0.59501016,0.7365029,0.4468951,70.67789
0.9545041,0.59699976,0.7348347,0.44586742,70.730965
0.96208674,0.6049239,0.73612374,0.44569898,70.83713
0.9569305,0.60535806,0.7268729,0.44123787,71.04944
0.96148014,0.6062574,0.7264938,0.44033465,71.13285
0.97907186,0.6074573,0.737337,0.444797,71.01153
0.94297844,0.5947081,0.73551714,0.44413963,71.02669
0.96087354,0.59850013,0.72406733,0.437967,71.36791
0.9633,0.60819495,0.72641796,0.43930095,71.2845
0.96784955,0.60525644,0.7203518,0.43599725,71.4589
0.94297844,0.5908754,0.72217166,0.4360266,71.565056
0.9590537,0.60290974,0.7182287,0.4338992,71.68638
0.9696694,0.60101193,0.7208068,0.43610784,71.489235
0.9356991,0.5852125,0.7197452,0.43439263,71.678795
0.95784044,0.5930821,0.72437066,0.43868873,71.26933
0.95086443,0.59494424,0.72414315,0.43766564,71.40582
0.96663636,0.6006993,0.72209585,0.4346458,71.76221
0.9454049,0.5913782,0.7194419,0.43282723,71.913864
0.955414,0.5991673,0.71155596,0.42713156,72.338486
0.9557173,0.59823036,0.70799214,0.42564288,72.38399
0.97634214,0.609075,0.714589,0.42888495,72.239914
0.94813466,0.5973192,0.7146649,0.43154657,71.82287
0.9766454,0.616124,0.71239007,0.42890114,72.13376
0.97270244,0.6102401,0.6933576,0.41725972,72.876854
0.9681529,0.60761696,0.71428573,0.4299023,72.05035
0.9611768,0.60194486,0.70526236,0.42390105,72.51289
0.9687595,0.60406244,0.7146649,0.4275855,72.414314
0.9520776,0.5993085,0.70859873,0.4258162,72.39915
0.9633,0.60276526,0.6961632,0.41821918,72.876854
0.9648165,0.6118959,0.68751895,0.41240838,73.324234
0.96572644,0.6064891,0.7038975,0.4237414,72.45223
0.9639066,0.6089875,0.69115865,0.41340768,73.346985
0.95602065,0.60816544,0.6862299,0.41331294,73.1195
0.9596603,0.6042132,0.69464666,0.41672158,73.02851
0.9611768,0.60436684,0.6893388,0.41376272,73.20291
0.9642099,0.60540366,0.6913103,0.41308284,73.39248
0.9645132,0.6088739,0.68949044,0.41334927,73.25599
0.948438,0.59691226,0.694495,0.41658872,73.05884
0.9496512,0.5993518,0.6916136,0.41373736,73.30148
0.9575372,0.60219496,0.69881713,0.41780308,73.08917
0.948438,0.5944566,0.69176525,0.41460276,73.19533
0.9493479,0.60212874,0.6935851,0.4159414,73.08917
0.96724296,0.6071937,0.6753109,0.40159634,74.28723
0.9633,0.6058248,0.65771914,0.39062235,75.02275
0.96360326,0.6080682,0.65999395,0.39123586,75.06066
0.9496512,0.6006853,0.65734,0.38980636,75.12891
0.94328177,0.5949952,0.65218383,0.3863371,75.40946
0.9447983,0.5953568,0.6420989,0.3805609,75.75826
0.9463148,0.59743434,0.6455111,0.38233212,75.64452
0.96269333,0.60785246,0.64437366,0.3811718,75.75068
0.9639066,0.6094515,0.6456627,0.3810626,75.83409
0.9396421,0.59678644,0.6473309,0.3814951,75.85684
0.9538975,0.60166085,0.6419472,0.37895206,75.98574
0.94328177,0.59796953,0.64020324,0.37730083,76.12223
0.9711859,0.6133101,0.63535035,0.3754551,76.14498
0.96208674,0.60742164,0.6363361,0.37566006,76.167725
0.9569305,0.6039238,0.6356536,0.3743012,76.326965
0.9599636,0.605879,0.63102823,0.3726717,76.34971
0.96148014,0.6070823,0.6355778,0.37441358,76.31938
0.95298755,0.60123855,0.63572943,0.37432232,76.326965
0.96633303,0.6105447,0.63178647,0.37232456,76.43312
0.96208674,0.6060038,0.6305733,0.37151435,76.4862
0.955414,0.6052918,0.6214741,0.36575204,76.89566
0.97148925,0.6117792,0.62663025,0.36856326,76.73643
0.9344859,0.59084594,0.6299666,0.37136254,76.501366
0.9542008,0.5995523,0.62943584,0.37140903,76.440704
0.9723992,0.61397517,0.63375795,0.372232,76.539276
0.95723385,0.60397375,0.63603276,0.3732608,76.49378
0.955414,0.6025675,0.62678194,0.3682227,76.77434
0.944495,0.5980843,0.633303,0.37212896,76.539276
0.9787686,0.6150366,0.6319381,0.37145162,76.577194
0.96724296,0.6087039,0.6304216,0.3702605,76.66818
0.96239007,0.6085965,0.6264786,0.3681522,76.789505
0.9581438,0.6053605,0.6306491,0.36966363,76.766754
0.96269333,0.6117871,0.6289809,0.36884606,76.80467
0.9748256,0.6145934,0.6299666,0.3695621,76.751595
0.9642099,0.6058043,0.6270094,0.36838713,76.766754
0.9654231,0.61102283,0.6270852,0.3679603,76.835
0.9717925,0.610929,0.62822264,0.36803982,76.89566
0.96633303,0.60591406,0.6264028,0.36751044,76.8805
0.9842281,0.62031406,0.62200487,0.36601216,76.87292
0.9675462,0.6126002,0.622384,0.36505666,77.039734
0.9723992,0.61548626,0.6238247,0.36635634,76.91083
0.95723385,0.60372454,0.61753106,0.36179408,77.26721
0.96299666,0.6040442,0.62405217,0.36578515,77.01698
0.9751289,0.6153433,0.62321806,0.36604154,76.94116
0.96845615,0.60535717,0.62518954,0.36657456,76.95632
0.95602065,0.60623634,0.62534124,0.36568007,77.08523
0.9854413,0.61799276,0.6166212,0.36159092,77.25963
0.9651198,0.6116223,0.62048835,0.36401507,77.077644
0.9633,0.607152,0.61753106,0.36161295,77.28996
