validation_mae,validation_mse,train_mae,train_mse,train_accuracy
1.1798605,0.6882756,1.2625872,0.739083,53.74583
1.1125265,0.6566403,1.1532453,0.6768983,57.54474
1.1113133,0.6562115,1.1491507,0.6745864,57.68881
1.1116166,0.658395,1.145511,0.67268157,57.7798
0.97421896,0.5900599,1.0606612,0.63173926,59.66788
0.9669396,0.5858569,0.9880952,0.5970854,61.169243
0.9451016,0.57598674,0.96572644,0.585517,61.798603
0.93539584,0.5733111,0.93039125,0.5678915,62.655445
0.9454049,0.5750191,0.91287535,0.5595223,63.019413
0.9235669,0.56674784,0.9109039,0.5588745,63.026993
0.9259933,0.5686271,0.91780406,0.5616991,62.936
0.9435851,0.5752253,0.90150136,0.5539957,63.269638
0.9447983,0.57614243,0.8958902,0.5513028,63.398544
0.94783133,0.5775195,0.896421,0.55103844,63.459206
0.9202305,0.5649357,0.8982408,0.5528651,63.27722
0.9293297,0.5681613,0.8913406,0.5490688,63.481953
0.9344859,0.5697525,0.8842129,0.5458538,63.61086
0.94115865,0.5749448,0.8918714,0.5493736,63.47437
0.91568094,0.5615104,0.8784501,0.5432168,63.724598
0.9408553,0.5754106,0.8805733,0.54389,63.73218
0.9208371,0.5668304,0.88876253,0.54730076,63.64119
0.9253867,0.56822765,0.8787534,0.5435608,63.679104
0.93266606,0.570979,0.8757203,0.54189223,63.792843
0.944495,0.5772757,0.87943584,0.5429118,63.81559
0.940552,0.57596624,0.8734456,0.54093444,63.78526
0.9196239,0.563442,0.8787534,0.5428286,63.78526
0.9080983,0.5581137,0.88808006,0.5476573,63.53503
0.9259933,0.5675018,0.8749621,0.5410194,63.84592
0.9308462,0.5706995,0.8643464,0.53572375,64.11131
0.9099181,0.56011325,0.86563545,0.5372889,63.92933
0.9199272,0.56362605,0.86055505,0.53433156,64.13406
0.9341826,0.5712097,0.8579011,0.53221464,64.308464
0.933576,0.5729234,0.85903853,0.5336949,64.14922
0.91628754,0.5621031,0.8587352,0.5332513,64.209885
0.92326355,0.5686931,0.8560813,0.5325216,64.15681
0.9548074,0.5817288,0.85426146,0.530709,64.346375
0.929633,0.5722343,0.8446315,0.52662605,64.482864
0.93205947,0.5708163,0.8572945,0.5328906,64.17956
0.9278132,0.56976575,0.8419017,0.52453744,64.6421
0.914771,0.562169,0.84485894,0.5269579,64.4222
0.9208371,0.5658107,0.8559296,0.5316557,64.2933
0.9235669,0.56645095,0.84918106,0.52876794,64.37671
0.9199272,0.5669698,0.85054594,0.5283396,64.49803
0.9235669,0.56824154,0.8400819,0.52342826,64.70276
0.914771,0.56574774,0.83917195,0.5228141,64.75584
0.9545041,0.5852125,0.83575976,0.521473,64.75584
0.9435851,0.579235,0.8326509,0.5203571,64.793755
0.9496512,0.5806279,0.82885957,0.5169509,65.10464
0.92326355,0.5691969,0.8325751,0.5198711,64.869576
0.9308462,0.572531,0.829542,0.5183623,64.93024
0.93691236,0.57604146,0.8384137,0.5228361,64.70276
0.9235669,0.5699896,0.8329542,0.51967305,64.89991
0.93751895,0.57614475,0.8340158,0.52036905,64.84683
0.9426752,0.5804567,0.82529575,0.51552933,65.10464
0.93205947,0.572741,0.8383379,0.5226225,64.717926
0.9302396,0.5741586,0.8356081,0.520948,64.84683
0.9526843,0.58337617,0.8199879,0.51300645,65.22596
0.92750984,0.57100135,0.8192296,0.51240695,65.27146
0.94874126,0.58390254,0.8142251,0.50977695,65.40036
0.93327266,0.5804169,0.8080831,0.50635344,65.605095
0.93751895,0.5764965,0.826054,0.51527786,65.1653
0.9341826,0.5756328,0.81369424,0.51027083,65.30937
0.921747,0.57774,0.8064908,0.5059379,65.567184
0.92326355,0.57011324,0.8240067,0.51546407,65.05914
0.92569,0.57057244,0.80671823,0.5055651,65.65817
0.9329694,0.57230437,0.79981804,0.5030741,65.67334
0.9314528,0.5785979,0.81111616,0.50839865,65.44586
0.93630576,0.5779904,0.8060358,0.50507534,65.68092
0.93054295,0.5742683,0.8058841,0.5050067,65.65817
0.9096148,0.5641435,0.8040643,0.5041547,65.70367
0.90354866,0.558594,0.8040643,0.5041474,65.70367
0.929633,0.57752985,0.79193205,0.49836284,65.93873
0.94176525,0.5863485,0.79360026,0.49825215,66.06005
0.9490446,0.58380383,0.7908705,0.4968166,66.13588
0.93387926,0.57772344,0.79913557,0.5019894,65.77191
0.9223536,0.569603,0.7875341,0.49469417,66.264786
0.91750073,0.5737873,0.79253864,0.4971062,66.15863
0.96269333,0.588298,0.7832878,0.49130225,66.53018
0.95025784,0.5878875,0.7897331,0.49393377,66.48468
0.94601154,0.5883289,0.7900364,0.49519515,66.31786
0.93387926,0.5814838,0.7825296,0.49162754,66.439186
0.9350925,0.5787753,0.77221715,0.48404104,67.06855
0.9250834,0.57614946,0.7852593,0.49291462,66.39369
0.9526843,0.5912758,0.7690325,0.48373428,66.94723
0.9493479,0.58665484,0.7633455,0.47931677,67.29603
0.940552,0.5899433,0.77813166,0.48724118,66.87898
0.9545041,0.59104174,0.77358204,0.48634896,66.7804
0.9569305,0.5917383,0.7776008,0.48728743,66.825905
0.9202305,0.5753366,0.77987564,0.4874644,66.93206
0.94783133,0.5929361,0.7642554,0.47939044,67.33394
0.9499545,0.59054327,0.7663785,0.4804851,67.26569
0.9645132,0.5983285,0.7628147,0.47982454,67.19745
0.9505611,0.59014386,0.7660752,0.47954562,67.3946
0.95662725,0.59394705,0.7496967,0.46902567,68.1377
0.9378223,0.5909878,0.75697607,0.4731467,67.89506
0.95359415,0.5980893,0.76584774,0.4782198,67.576584
0.9611768,0.6030465,0.74605703,0.46714082,68.19078
0.9496512,0.59719753,0.74264485,0.46488932,68.39551
0.9399454,0.592739,0.74696696,0.4670924,68.24386
0.9599636,0.5966215,0.73195326,0.45794547,68.84289
0.9599636,0.5979072,0.7358205,0.45997867,68.759476
0.9557173,0.59731597,0.7401425,0.4615664,68.75189
0.93812555,0.58551836,0.7493176,0.46812242,68.22869
0.94874126,0.591683,0.7391568,0.46038866,68.873215
0.9378223,0.5827909,0.73528963,0.45949572,68.78981
0.94813466,0.5967564,0.72474974,0.4522474,69.32818
0.94176525,0.59381896,0.74272066,0.46361586,68.53958
0.9493479,0.59582615,0.73119503,0.45690596,68.97938
0.94328177,0.590443,0.7385502,0.45957062,68.95663
0.9435851,0.5916414,0.7182287,0.44826382,69.60115
0.96087354,0.6031358,0.73051256,0.45295697,69.51016
0.9496512,0.596388,0.71868366,0.44682547,69.843796
0.94752806,0.5897757,0.72292995,0.4500984,69.58598
0.94328177,0.589448,0.73051256,0.45340943,69.4495
0.9490446,0.60256577,0.71557474,0.44347242,70.17744
0.95238096,0.59866744,0.7202002,0.4468323,69.919624
0.9408553,0.58705556,0.7130725,0.44084483,70.43524
0.9545041,0.59964013,0.71504396,0.4432295,70.1926
0.9538975,0.59400326,0.71360326,0.44435966,69.942375
0.95875037,0.5987736,0.7053382,0.4380002,70.48074
0.940552,0.5914414,0.70791626,0.43959364,70.382164
0.948438,0.60308397,0.7004095,0.43304202,70.94328
