,validatation_mae,validation_mse,train_mae,train_mse
43,0.95147103,0.59213054,0.8162724,0.50931656
44,0.94692147,0.5919809,0.8149075,0.5068049
45,0.9699727,0.5987977,0.8162724,0.50771165
46,0.9493479,0.58996737,0.8185472,0.5098352
47,0.9451016,0.5912194,0.8100546,0.50544024
48,0.9463148,0.59294075,0.8086139,0.5045946
49,0.9532909,0.5929161,0.8109645,0.5051333
50,0.93327266,0.5884607,0.81248105,0.5058524
51,0.99878675,0.6186341,0.81081283,0.50521547
52,0.9675462,0.602512,0.80262357,0.50019205
53,0.9548074,0.5928964,0.80542916,0.5021846
54,0.97421896,0.610248,0.7909463,0.4947325
55,0.936609,0.5878513,0.80118287,0.4994983
56,0.9723992,0.60406643,0.7986806,0.49744743
57,0.94115865,0.5903453,0.7853351,0.49049425
58,0.96784955,0.6032455,0.7837428,0.49036902
59,0.9611768,0.6034524,0.7780558,0.48736766
60,0.9396421,0.5892814,0.7839703,0.48882297
61,0.9723992,0.6053815,0.77873826,0.48715523
62,0.95602065,0.6028928,0.7883682,0.49196586
63,0.9711859,0.60986906,0.77707005,0.48480293
64,0.96633303,0.60976315,0.78275704,0.48779434
65,0.9493479,0.5984585,0.7797998,0.4851998
66,0.9548074,0.60268945,0.7697149,0.48070192
67,0.94115865,0.5896502,0.7668335,0.478872
68,0.9818016,0.6135456,0.7677434,0.47946775
69,0.95086443,0.599192,0.7605399,0.47592643
70,0.9542008,0.60280883,0.7706248,0.47921637
71,0.9651198,0.6095096,0.76364875,0.475521
72,0.9687595,0.6101475,0.76706094,0.47765088
73,0.9854413,0.6165005,0.76016074,0.47444528
74,0.95025784,0.59720886,0.7655444,0.4762081
75,0.9490446,0.59982806,0.74954504,0.46624845
76,0.9754322,0.60698336,0.7394601,0.46094975
77,0.9675462,0.6002029,0.7542463,0.47071669
78,0.9532909,0.59964997,0.7400667,0.4608723
79,0.9520776,0.6049732,0.7366545,0.45884332
80,0.9660297,0.60660213,0.7431756,0.46205336
81,0.98271155,0.6197778,0.74067336,0.4616233
82,0.96784955,0.60933685,0.73961174,0.4595115
83,0.9711859,0.6147945,0.72694874,0.45149
84,0.9787686,0.61494625,0.73339397,0.4553424
85,0.9745223,0.6131708,0.7442372,0.4607637
86,0.9693661,0.6146997,0.73673034,0.45748055
87,0.9599636,0.6095004,0.7345314,0.45368475
88,0.9496512,0.60401314,0.7208826,0.4475088
89,0.98119503,0.6158987,0.71860784,0.44603178
90,0.97148925,0.6183334,0.72012436,0.44654343
91,0.98908097,0.6196105,0.72202003,0.44703594
92,0.95298755,0.60483664,0.7196694,0.44492248
93,0.9596603,0.6087663,0.71633303,0.44158688
94,0.9648165,0.6091186,0.72156507,0.44293877
95,0.94813466,0.5976873,0.7089779,0.43821743
96,0.96572644,0.6158263,0.71352744,0.43910682
97,0.96087354,0.60394806,0.7132242,0.43808138
98,0.98119503,0.6185144,0.699727,0.4313865
99,0.9645132,0.6075434,0.71572644,0.44073987
100,0.96087354,0.6091248,0.70382166,0.4316978
101,0.98058844,0.61969614,0.69813466,0.42968002
102,0.96239007,0.6083444,0.7048074,0.43357086
103,0.9693661,0.6140372,0.6904762,0.42545432
104,0.9696694,0.6090294,0.6954049,0.42620286
105,0.9802851,0.615074,0.69874126,0.4292359
106,0.9730058,0.61927545,0.68751895,0.4217604
107,0.96845615,0.6140708,0.68319684,0.41915938
108,0.9866545,0.6232423,0.6885047,0.4224511
109,0.985138,0.6270725,0.67970884,0.41679817
110,0.9830149,0.62941784,0.68061876,0.41760132
111,0.9745223,0.6189873,0.67955714,0.41681758
112,0.94661814,0.5999412,0.6794055,0.41510218
113,0.96360326,0.61265284,0.6730361,0.41249332
114,0.97209585,0.6166765,0.6793297,0.41599834
115,0.98119503,0.6161904,0.67690325,0.4139239
116,0.9745223,0.6131566,0.67462844,0.41093174
117,0.99181074,0.626743,0.66916895,0.40838248
118,0.9866545,0.6274355,0.6753109,0.41147316
119,0.98058844,0.6198875,0.6702305,0.40696308
120,0.99696696,0.6314124,0.6687898,0.40616184
121,0.97725207,0.623281,0.6616621,0.40333945
122,0.97421896,0.6165364,0.6693964,0.40864033
123,0.9802851,0.6220993,0.66636336,0.4046197
124,0.9848347,0.62587625,0.6546103,0.39944002
125,0.9936306,0.63241273,0.6605247,0.40139282
126,0.9642099,0.6146174,0.66484684,0.40476045
127,0.99272066,0.6259131,0.65089476,0.39674518
128,0.9896876,0.631087,0.65984225,0.40021512
129,0.95723385,0.61298525,0.64634514,0.3917933
130,0.96269333,0.61723024,0.65438277,0.3960648
131,0.9748256,0.61930066,0.64308465,0.390607
