,validatation_mae,validation_mse,train_mae,train_mse
0,1.1416439,0.6751073,1.2178496,0.71640646
1,1.032757,0.6208869,1.1307249,0.66548085
2,0.9693661,0.5915252,1.0054595,0.6047072
3,0.88686687,0.5517821,0.97717625,0.59039396
4,0.90203214,0.5571826,0.9575372,0.58095944
5,0.88595694,0.54931843,0.924401,0.5649341
6,0.8883834,0.5526019,0.92432517,0.56433606
7,0.8962693,0.5552079,0.92569,0.56490225
8,0.86897177,0.54155165,0.9118138,0.5579097
9,0.882014,0.547817,0.9074917,0.5568602
10,0.8892933,0.5507178,0.9072642,0.55621845
11,0.88899,0.55205584,0.89717925,0.55192566
12,0.8650288,0.5409073,0.90984225,0.557469
13,0.86563545,0.54010874,0.8941462,0.549629
14,0.8862602,0.5504354,0.894222,0.5504528
15,0.90263873,0.55867755,0.89854413,0.55244815
16,0.88686687,0.5524199,0.8980892,0.5514859
17,0.8744313,0.54554564,0.9001365,0.5521651
18,0.8804974,0.5473968,0.8883834,0.54797494
19,0.8756445,0.54695064,0.88724595,0.54610217
20,0.89717925,0.554417,0.879815,0.5430207
21,0.885047,0.5498299,0.87738854,0.5410051
22,0.8962693,0.55677646,0.883303,0.5446818
23,0.8892933,0.55161923,0.8820898,0.54429674
24,0.8835305,0.54886127,0.8751137,0.54046506
25,0.8735214,0.5439858,0.87541705,0.54120034
26,0.8877768,0.55273724,0.86897177,0.53622776
27,0.86684865,0.5458502,0.8748863,0.54024506
28,0.8835305,0.5504873,0.87064,0.53786623
29,0.88383377,0.55033344,0.86252654,0.534472
30,0.8695784,0.54359555,0.8630573,0.5341233
31,0.8944495,0.5563335,0.85418564,0.52986014
32,0.88747346,0.55104285,0.86116165,0.53259385
33,0.8801941,0.5495623,0.8601001,0.5326827
34,0.9011222,0.55886245,0.8469821,0.5262626
35,0.8847437,0.5520873,0.84789205,0.5274679
36,0.8862602,0.5510288,0.8502427,0.52819836
37,0.87139827,0.54714406,0.8626782,0.53392506
38,0.8804974,0.5504431,0.84993935,0.52815753
39,0.8905065,0.5545799,0.83993024,0.52287304
40,0.89141643,0.5537749,0.84167427,0.52369195
