,validatation_mae,validation_mse,train_mae,train_mse,train_accuracy
33,0.9111313,0.56366205,0.8622232,0.53415877,64.24022
34,0.87685776,0.5454563,0.8712466,0.5389391,63.944496
35,0.9153776,0.5642246,0.87041247,0.5386712,63.944496
36,0.90506524,0.5573288,0.85994846,0.5328494,64.28571
37,0.89171976,0.5552833,0.8517592,0.5285366,64.50561
38,0.94297844,0.5809642,0.8555505,0.53014946,64.46011
39,0.91204125,0.5612423,0.8481953,0.52653027,64.619354
40,0.9096148,0.56220424,0.8526691,0.52880293,64.53594
41,0.9032454,0.5592829,0.85828024,0.5324573,64.26296
42,0.91568094,0.56633437,0.85335153,0.5302987,64.33121
43,0.9096148,0.5659608,0.8475129,0.52767783,64.43737
44,0.90263873,0.5566632,0.8516075,0.5286476,64.49045
45,0.90840155,0.56072664,0.8550197,0.53037316,64.407036
46,0.89778584,0.5530246,0.8337883,0.5189804,65.0364
47,0.9350925,0.57399625,0.8490294,0.52891356,64.31605
48,0.9096148,0.56106335,0.8532757,0.5295021,64.42979
49,0.9196239,0.5668143,0.8510009,0.52785546,64.581436
50,0.9087049,0.5639851,0.84303916,0.524049,64.717926
51,0.9090082,0.56256014,0.82734305,0.51752067,64.90749
52,0.90658176,0.5642438,0.8353048,0.52037805,64.89233
53,0.885047,0.55176497,0.8453139,0.5253944,64.62693
54,0.90263873,0.5661928,0.82734305,0.5162484,65.08948
55,0.9090082,0.56390464,0.8326509,0.5185835,65.02123
56,0.90506524,0.5654525,0.82521987,0.51522446,65.142555
57,0.90718836,0.5610924,0.8246891,0.51462376,65.17288
58,0.88747346,0.5545929,0.82885957,0.5172442,65.01365
59,0.8856536,0.5552982,0.8284804,0.51526266,65.30179
60,0.929633,0.5717018,0.8180922,0.5109895,65.430695
61,0.9005156,0.55934733,0.81195027,0.5064223,65.779495
62,0.8993024,0.5591115,0.81248105,0.50739056,65.643005
63,0.89717925,0.5650192,0.8227176,0.5140203,65.180466
64,0.89596605,0.56371516,0.8205945,0.5113094,65.468605
65,0.90203214,0.56259805,0.8085381,0.5055858,65.718834
66,0.88171065,0.55855024,0.7995905,0.499604,66.166214
67,0.90506524,0.5631699,0.7989081,0.5006048,65.953896
68,0.90779495,0.56992185,0.79845315,0.49908826,66.15863
69,0.90627843,0.5714522,0.807249,0.5044327,65.802246
70,0.918714,0.5726451,0.79208374,0.49612948,66.27237
71,0.9235669,0.57146424,0.78412193,0.4925062,66.401276
72,0.9087049,0.5662488,0.79215956,0.4955689,66.36336
73,0.91143465,0.5683261,0.7940552,0.49613267,66.378525
74,0.9099181,0.56754947,0.79360026,0.4965473,66.2572
75,0.9190173,0.57429826,0.7926145,0.49469563,66.50743
76,0.9196239,0.5714427,0.7874583,0.4937413,66.38611
77,0.90233546,0.5695368,0.7910221,0.49374658,66.552925
78,0.9074917,0.5720008,0.783212,0.48881516,66.901726
79,0.91841066,0.5773743,0.7791174,0.48653325,67.038216
80,0.91264784,0.5731616,0.77138305,0.4840363,67.00789
81,0.9102214,0.57505625,0.77570516,0.48549607,67.02305
82,0.933576,0.5865773,0.7789657,0.48635206,67.03063
83,0.94813466,0.59343004,0.7662269,0.4792277,67.45526
84,0.9138611,0.57575184,0.77578104,0.48425174,67.16712
85,0.92205036,0.5807044,0.76364875,0.47702712,67.65241
86,0.9047619,0.5699249,0.764862,0.4776048,67.614494
87,0.92569,0.58299154,0.7637246,0.47688124,67.659996
88,0.90354866,0.56926215,0.77358204,0.4821559,67.38702
89,0.9159842,0.57354325,0.76076734,0.47514454,67.773735
90,0.93387926,0.5881938,0.7663785,0.47797063,67.637245
91,0.9545041,0.59733915,0.7606157,0.47517028,67.75857
92,0.90081894,0.5718565,0.7513649,0.4690783,68.198364
93,0.92841977,0.5842906,0.74666363,0.4653578,68.532
94,0.91750073,0.578076,0.74962085,0.46757156,68.32727
95,0.9350925,0.5855608,0.7449955,0.4640672,68.63057
96,0.90203214,0.56539047,0.7415074,0.46299142,68.59266
97,0.9441917,0.59112185,0.74385804,0.46247464,68.79739
98,0.91355777,0.5776645,0.73983926,0.4613334,68.744316
99,0.91750073,0.58214134,0.7321808,0.45605743,69.13103
100,0.93266606,0.58685344,0.7395359,0.45834884,69.17652
101,0.9341826,0.59157574,0.73817104,0.45797953,69.184105
102,0.9378223,0.5828956,0.7353655,0.4567743,69.21444
103,0.95935696,0.60784847,0.7239915,0.4488488,69.79072
104,0.9223536,0.58854043,0.7230058,0.4473854,69.99545
105,0.93327266,0.59267706,0.7280861,0.45132002,69.61632
106,0.9181074,0.58492523,0.72702456,0.44955176,69.843796
107,0.9372156,0.59103,0.7205793,0.44474873,70.2381
108,0.9196239,0.5754215,0.7217925,0.44798827,69.83621
109,0.93539584,0.58968496,0.72611463,0.44907066,69.85896
110,0.93630576,0.5897221,0.71716714,0.4444178,70.116776
111,0.93812555,0.5935193,0.7182287,0.44466233,70.131935
112,0.92902637,0.58347815,0.71640885,0.4425204,70.37458
113,0.944495,0.5964135,0.7134516,0.4402622,70.556564
114,0.9454049,0.59074336,0.7113285,0.4384239,70.70064
115,0.93054295,0.5890313,0.70890206,0.43643168,70.88262
116,0.9538975,0.60005146,0.712845,0.43792456,70.87504
117,0.9235669,0.5827237,0.7060965,0.43571112,70.85229
118,0.93266606,0.5903403,0.7091295,0.43597376,70.96603
119,0.9396421,0.5907929,0.7090537,0.43550974,71.041855
120,0.9824082,0.6109531,0.68835306,0.42383805,71.70913
121,0.91204125,0.5753977,0.6913103,0.42491612,71.69396
122,0.92114043,0.5802676,0.7004095,0.43040904,71.352745
123,0.9384289,0.5946815,0.697983,0.42836392,71.527145
124,0.9293297,0.5869586,0.6928268,0.42424372,71.86836
125,0.9414619,0.59921086,0.6759933,0.4135574,72.61905
126,0.94752806,0.6044337,0.6941159,0.4255585,71.739456
127,0.91628754,0.5787558,0.6942675,0.42488205,71.838036
128,0.92690325,0.58753526,0.6678799,0.4102818,72.69488
129,0.93054295,0.58939993,0.67910224,0.41411114,72.69488
130,0.9350925,0.5934781,0.68327266,0.4179409,72.33091
131,0.970276,0.6133804,0.6865332,0.4197189,72.20959
132,0.9611768,0.6054597,0.67409766,0.41213256,72.71004
133,0.9408553,0.5938595,0.67834395,0.41293925,72.80862
134,0.9520776,0.6043687,0.6772066,0.41225666,72.83894
135,0.93387926,0.59322447,0.67637247,0.41281277,72.74037
136,0.9299363,0.58601606,0.6750076,0.41139296,72.86928
137,0.9426752,0.5928067,0.66712165,0.40634722,73.24082
138,0.95025784,0.5967605,0.67114043,0.407984,73.19533
139,0.9341826,0.5908221,0.65354866,0.39790028,73.81711
140,0.9356991,0.5965252,0.66272366,0.40307048,73.50622
141,0.9378223,0.5929197,0.6644677,0.40401602,73.43039
142,0.94692147,0.6071874,0.66750073,0.4064277,73.233246
143,0.95147103,0.60408586,0.66348195,0.4027153,73.58205
144,0.94752806,0.60128456,0.6623446,0.40153077,73.695786
145,0.92569,0.5897275,0.66552925,0.40380463,73.536545
146,0.9350925,0.58813655,0.65006065,0.39393035,74.20382
147,0.9557173,0.60055196,0.6570367,0.39812273,73.97634
148,0.9505611,0.60360634,0.6623446,0.40075725,73.82469
149,0.95784044,0.6023465,0.65059143,0.39247727,74.446465
150,0.9633,0.6109102,0.6476342,0.39108154,74.49954
151,0.9557173,0.60988814,0.64581436,0.390138,74.55262
152,0.94813466,0.5976574,0.6490749,0.39267054,74.34789
153,0.948438,0.59951866,0.649909,0.39252374,74.3858
154,0.9538975,0.60404193,0.63899,0.38566306,74.85593
155,0.9496512,0.59689695,0.63398546,0.38319573,74.97725
156,0.92326355,0.58005196,0.6427055,0.38823548,74.65878
157,0.96087354,0.6113998,0.64452535,0.3893597,74.56779
158,0.9399454,0.5945592,0.6376251,0.38389522,75.05308
159,0.94661814,0.601836,0.63148314,0.37940308,75.417046
160,0.95359415,0.60631436,0.6361844,0.3837189,75.01517
161,0.9378223,0.5981883,0.6413406,0.38640445,74.87868
162,0.93600243,0.59490156,0.64369124,0.38766772,74.81043
163,0.9132545,0.57451165,0.6501365,0.3917748,74.52229
164,0.94813466,0.5985169,0.64884746,0.38944337,74.81043
165,0.9463148,0.60151887,0.6227631,0.37538436,75.57628
166,0.9287231,0.5905857,0.6307249,0.37992805,75.280556
167,0.94328177,0.6006736,0.63231725,0.3794495,75.4398
168,0.94601154,0.59906965,0.6321656,0.38085046,75.219894
169,0.95086443,0.6028142,0.6278435,0.3766324,75.65211
170,0.96148014,0.6141536,0.63717014,0.38209388,75.28814
171,0.9520776,0.60348076,0.62860173,0.3769948,75.62936
172,0.95177436,0.6083419,0.625872,0.37505642,75.78101
173,0.9493479,0.5994642,0.622839,0.37463176,75.69002
174,0.9447983,0.5975643,0.6304974,0.378155,75.54595
175,0.9642099,0.6100807,0.6254929,0.37516236,75.73552
176,0.9545041,0.6021338,0.62056416,0.37063357,76.167725
177,0.93387926,0.59324527,0.62117076,0.37311184,75.818924
178,0.9542008,0.6064008,0.6220807,0.37410247,75.71277
179,0.97209585,0.6094707,0.62397635,0.3732104,75.94025
180,0.96663636,0.6109782,0.6126782,0.36703,76.3118
181,0.9511677,0.60013205,0.631559,0.37834677,75.568695
182,0.9447983,0.60149735,0.6250379,0.37356505,75.92508
183,0.9532909,0.6034179,0.6026691,0.358376,77.07006
184,0.94661814,0.6007582,0.58917195,0.34935862,77.70701
185,0.948438,0.60366994,0.58507735,0.34600756,78.0179
186,0.948438,0.6027839,0.58591145,0.34587312,78.05581
187,0.95147103,0.6051817,0.5754474,0.3399954,78.41978
188,0.9123446,0.5868404,0.579542,0.34234044,78.26812
189,0.94601154,0.60472274,0.56900215,0.33604687,78.67758
190,0.9581438,0.6100943,0.5769639,0.3395598,78.5411
191,0.9390355,0.59758663,0.57104945,0.3364485,78.7155
192,0.9347892,0.6004974,0.56801635,0.33492377,78.80649
193,0.94752806,0.60311544,0.57021534,0.33535933,78.82924
194,0.9496512,0.6045171,0.5670306,0.33382025,78.91265
195,0.9599636,0.61234105,0.561192,0.3301125,79.15529
196,0.93054295,0.5931148,0.56657565,0.33242586,79.094635
197,0.9384289,0.5989417,0.5644525,0.33194536,79.04155
198,0.948438,0.60729426,0.5573248,0.32787675,79.29178
199,0.9378223,0.59935904,0.56733394,0.33358017,78.94298
200,0.94783133,0.6064365,0.56945705,0.33477855,78.86715
201,0.9581438,0.61109835,0.55679405,0.32814047,79.23112
202,0.970276,0.6154039,0.5583864,0.3280468,79.31453
203,0.93205947,0.5978118,0.5621777,0.3295671,79.27661
204,0.9605702,0.6117647,0.55755234,0.3264916,79.5041
205,0.9278132,0.5953579,0.55876553,0.3275645,79.40552
206,0.9542008,0.60947585,0.55611163,0.32573143,79.54201
207,0.9705793,0.61869746,0.5558083,0.32632363,79.443436
208,0.9569305,0.6107571,0.5612678,0.32848033,79.40552
209,0.9493479,0.60585344,0.5589172,0.32820398,79.306946
210,0.9435851,0.60482603,0.5552017,0.32539862,79.54959
211,0.9387322,0.5998514,0.5499697,0.3233917,79.5875
212,0.9581438,0.6088801,0.55611163,0.32543975,79.5875
213,0.93175614,0.5974061,0.55467093,0.32568204,79.48893
214,0.9538975,0.6093397,0.5530027,0.32515645,79.481346
215,0.9575372,0.6090144,0.5586897,0.32775846,79.36761
216,0.95784044,0.60961,0.5566424,0.32670262,79.4131
217,0.9551107,0.60725313,0.54974216,0.32205504,79.7619
218,0.95662725,0.60715705,0.5574765,0.32618266,79.54201
219,0.9520776,0.6057139,0.5523961,0.32405815,79.60267
220,0.9463148,0.6013012,0.55216867,0.32317615,79.71641
221,0.9408553,0.5996847,0.54905975,0.32198268,79.74674
222,0.9717925,0.61408085,0.5551259,0.32525995,79.56476
223,0.9384289,0.59912086,0.55542916,0.3259884,79.47376
224,0.9548074,0.6083981,0.55558085,0.32506335,79.617836
225,0.9447983,0.5996909,0.54905975,0.32197154,79.75432
226,0.9542008,0.60910875,0.5475432,0.3202297,79.9363
227,0.94692147,0.6035466,0.548074,0.32117432,79.81498
228,0.94783133,0.60555136,0.5451168,0.31854695,80.057625
229,0.9447983,0.604233,0.5494389,0.3213263,79.86048
230,0.93691236,0.59881634,0.55050045,0.32131186,79.92114
231,0.9654231,0.6146052,0.5442827,0.3188145,79.981804
232,0.97209585,0.618216,0.54678494,0.3200784,79.905975
233,0.9739157,0.6197999,0.5548984,0.3243631,79.6785
234,0.9420686,0.60497934,0.55421597,0.3237218,79.73916
235,0.94176525,0.6016756,0.5443585,0.31868753,79.99696
236,0.9696694,0.6151662,0.54648167,0.31939378,79.99696
237,0.9681529,0.61384493,0.5367758,0.3142079,80.27753
238,0.9569305,0.60793144,0.5493631,0.32095143,79.91356
239,0.940552,0.6005241,0.5479224,0.32034656,79.92114
240,0.95602065,0.60700715,0.54420686,0.3180549,80.080376
241,0.9420686,0.6009728,0.5486048,0.32023004,79.981804
242,0.9575372,0.6098725,0.54564756,0.3179975,80.16379
243,0.9387322,0.5989363,0.5429936,0.3178551,80.05005
244,0.95935696,0.6116617,0.54481345,0.31816217,80.09554
245,0.944495,0.6021112,0.54344857,0.31744853,80.14104
246,0.9447983,0.6053121,0.55194116,0.3223015,79.83015
247,0.9648165,0.61395603,0.54542005,0.31872112,80.042465
248,0.95359415,0.6080747,0.5457234,0.31912753,80.00455
249,0.9414619,0.6039312,0.54360026,0.31779227,80.08796
250,0.94874126,0.60879904,0.5418562,0.31692812,80.13345
251,0.95177436,0.607142,0.54905975,0.3205994,79.95147
252,0.9526843,0.60842156,0.54276615,0.3173284,80.11071
253,0.9538975,0.60658836,0.54678494,0.31907943,80.057625
254,0.95238096,0.60638916,0.5407947,0.31600106,80.22445
255,0.9393388,0.6007866,0.5407947,0.31574497,80.254776
256,0.948438,0.60353714,0.5461025,0.31863388,80.09554
257,0.9344859,0.59889174,0.5431453,0.31701183,80.17895
258,0.96148014,0.6092864,0.54966635,0.32067385,79.96664
259,0.9538975,0.60607135,0.53912646,0.31506795,80.26994
260,0.9505611,0.6058852,0.53366697,0.31304875,80.30785
261,0.9435851,0.60026723,0.54678494,0.31936842,80.00455
262,0.9426752,0.6023007,0.5387474,0.31472215,80.30027
263,0.9499545,0.6046128,0.5367758,0.31456286,80.232025
264,0.9687595,0.6182954,0.538899,0.3149626,80.27753
265,0.95875037,0.6083183,0.54132545,0.316257,80.20928
266,0.9435851,0.60168964,0.5471641,0.31915554,80.057625
267,0.96208674,0.6120685,0.5411738,0.3165162,80.16379
268,0.955414,0.6082789,0.54124963,0.31706887,80.08796
269,0.9660297,0.611677,0.54693663,0.31960097,79.98939
270,0.948438,0.60405666,0.5445102,0.31839147,80.057625
271,0.96360326,0.61197156,0.54557174,0.31856135,80.07279
272,0.9581438,0.6095605,0.54132545,0.31672361,80.13345
273,0.9441917,0.6039957,0.54337275,0.3178164,80.06521
274,0.9329694,0.59681547,0.54269034,0.3171193,80.14104
275,0.9350925,0.59794617,0.5437519,0.3178444,80.10313
276,0.95723385,0.60986507,0.54208374,0.31642005,80.216866
277,0.955414,0.60777783,0.5465575,0.31904012,80.057625
278,0.93205947,0.5956227,0.55330604,0.32268912,79.83773
279,0.94692147,0.6033828,0.54898393,0.3203426,79.99696
280,0.9642099,0.61537635,0.542387,0.31672692,80.18653
281,0.9526843,0.6074609,0.54337275,0.31697336,80.194115
282,0.9590537,0.61274844,0.54822564,0.32017642,79.96664
283,0.9435851,0.60138077,0.54898393,0.32056123,79.95147
284,0.9569305,0.6116762,0.5432211,0.3176425,80.09554
285,0.9645132,0.61606073,0.54693663,0.31860626,80.14104
286,0.94813466,0.60569006,0.5489081,0.32085904,79.905975
287,0.96178347,0.61493105,0.537155,0.31448764,80.254776
288,0.9493479,0.60750765,0.54208374,0.3168712,80.156204
289,0.9387322,0.60145146,0.5436761,0.31762415,80.11071
290,0.9596603,0.6108701,0.54208374,0.3167159,80.16379
291,0.9602669,0.6103805,0.5460267,0.31885785,80.057625
292,0.9538975,0.60923356,0.5466333,0.31951565,79.98939
293,0.94388837,0.601165,0.5452684,0.31910858,79.98939
294,0.978162,0.620968,0.5551259,0.3236918,79.79224
295,0.9590537,0.61076814,0.551562,0.3220878,79.8529
296,0.9633,0.61273307,0.54557174,0.31944522,79.95147
297,0.9596603,0.6101157,0.54981804,0.32139483,79.86048
298,0.9693661,0.61533743,0.54504097,0.31834894,80.08796
299,0.94722474,0.6033018,0.54784656,0.3196343,80.0273
300,0.95875037,0.61145186,0.54534423,0.3184863,80.07279
301,0.9511677,0.6064441,0.55110705,0.32142317,79.92873
302,0.9557173,0.60790443,0.54625416,0.3184673,80.13345
303,0.9447983,0.60368615,0.5454959,0.31796077,80.14862
304,0.94813466,0.60530573,0.5479982,0.32027447,79.9363
305,0.9435851,0.60012466,0.5429936,0.31749284,80.08796
306,0.95086443,0.6084818,0.542387,0.31595403,80.30027
307,0.9551107,0.60961914,0.5471641,0.31896347,80.09554
308,0.9569305,0.60973823,0.5457234,0.31829157,80.12587
309,0.95935696,0.6122687,0.54928726,0.32052392,79.96664
310,0.95875037,0.610536,0.54071885,0.31663835,80.118286
311,0.95238096,0.6053232,0.54329693,0.3168826,80.20928
312,0.9793752,0.62219566,0.545875,0.31929007,79.98939
313,0.9599636,0.61287487,0.54504097,0.31810883,80.11071
314,0.96208674,0.6122457,0.538899,0.31495526,80.27753
315,0.9545041,0.6088356,0.5432211,0.31646258,80.26994
316,0.95147103,0.605225,0.5508038,0.32060945,80.0273
317,0.94328177,0.6038562,0.5414771,0.3162351,80.216866
318,0.9611768,0.60893977,0.5486806,0.32059425,79.92873
319,0.9639066,0.6153674,0.5408705,0.31633124,80.171364
320,0.944495,0.60373765,0.5407947,0.31590044,80.22445
321,0.9259933,0.59032476,0.5457992,0.3192551,79.98939
322,0.95359415,0.6090333,0.5457992,0.31870025,80.06521
323,0.98635125,0.6274392,0.5493631,0.32066646,79.9363
324,0.9651198,0.6178557,0.5487564,0.32049218,79.95147
325,0.9660297,0.6160109,0.5465575,0.31857437,80.118286
326,0.9542008,0.61166954,0.5429936,0.3175076,80.11071
327,0.9402487,0.60190576,0.53927815,0.3141106,80.42159
328,0.9751289,0.61954784,0.54253864,0.317363,80.10313
329,0.9602669,0.6119383,0.5557325,0.32381785,79.81498
330,0.9441917,0.6017917,0.5474674,0.31925538,80.07279
331,0.96208674,0.6111658,0.5448893,0.31811228,80.118286
332,0.9532909,0.60701585,0.544586,0.31839347,80.05005
333,0.9590537,0.60847104,0.54617834,0.31940427,79.99696
334,0.9551107,0.60913175,0.5388232,0.31448382,80.33819
335,0.9454049,0.6024288,0.54360026,0.3169083,80.22445
336,0.9526843,0.6088057,0.5397331,0.3156708,80.20928
337,0.9532909,0.60753167,0.544586,0.31864107,80.00455
338,0.95875037,0.6117195,0.5430695,0.31705108,80.171364
339,0.98331815,0.62332726,0.54208374,0.31669,80.18653
340,0.9645132,0.6130005,0.54686075,0.3190997,80.06521
341,0.94115865,0.6011573,0.5401122,0.31606877,80.17895
342,0.9538975,0.60787505,0.5415529,0.3164699,80.18653
343,0.95723385,0.6097761,0.5430695,0.31729499,80.14104
344,0.9675462,0.6144377,0.54640585,0.31881133,80.07279
345,0.95723385,0.61161005,0.5499697,0.3209363,79.943886
346,0.95662725,0.6090521,0.54253864,0.31667948,80.2017
347,0.9551107,0.6042821,0.54504097,0.31905526,79.981804
348,0.9341826,0.5974681,0.54352444,0.31790504,80.057625
349,0.9584471,0.6080867,0.550273,0.32081774,79.96664
350,0.9605702,0.6118103,0.5446618,0.3182695,80.06521
351,0.96178347,0.6131123,0.5432211,0.3177015,80.09554
352,0.94115865,0.6008461,0.55186534,0.32137498,79.97422
353,0.9645132,0.6122013,0.5459509,0.31956542,79.95147
354,0.95359415,0.6107225,0.542842,0.31745243,80.09554
355,0.95086443,0.6047236,0.54124963,0.31618178,80.20928
356,0.9426752,0.6034602,0.5472399,0.319786,79.96664
357,0.948438,0.60401535,0.5365484,0.31426525,80.26236
358,0.95025784,0.6072392,0.5486806,0.3205424,79.92114
359,0.96845615,0.6172264,0.53927815,0.31499103,80.28511
360,0.9378223,0.59925395,0.5383682,0.31506765,80.23961
361,0.94601154,0.60503477,0.54344857,0.31690446,80.232025
362,0.9548074,0.6106477,0.5479982,0.3197526,80.019714
363,0.9599636,0.6142053,0.5467091,0.3190071,80.06521
364,0.955414,0.6114009,0.5475432,0.31921694,80.07279
365,0.948438,0.60473603,0.5446618,0.31683818,80.28511
366,0.95147103,0.6094297,0.54473764,0.31815705,80.08796
367,0.94115865,0.6016457,0.5431453,0.3167677,80.2017
368,0.94388837,0.6051465,0.5417046,0.31666616,80.171364
369,0.96269333,0.6132381,0.5417804,0.31718186,80.09554
370,0.94783133,0.60603946,0.5451926,0.3184714,80.07279
371,0.9687595,0.6153347,0.545875,0.31886894,80.042465
372,0.95723385,0.6129831,0.5499697,0.3205631,79.99696
373,0.9590537,0.6125297,0.54269034,0.3171526,80.14104
374,0.95177436,0.60807276,0.544586,0.3180752,80.10313
375,0.93812555,0.602634,0.54534423,0.31792733,80.16379
376,0.93812555,0.6014787,0.5424628,0.31675163,80.171364
377,0.9648165,0.6157448,0.5403397,0.31654003,80.118286
378,0.96845615,0.6180381,0.5407947,0.31571153,80.27753
379,0.9545041,0.6104184,0.54564756,0.3181457,80.13345
380,0.9463148,0.6057475,0.5536094,0.32240134,79.905975
381,0.96360326,0.6152839,0.54504097,0.3180681,80.13345
382,0.9605702,0.6136445,0.5403397,0.3155085,80.26994
383,0.95359415,0.61327934,0.5472399,0.31918317,80.057625
384,0.9350925,0.59643686,0.5440552,0.31812868,80.057625
385,0.9569305,0.6104928,0.54420686,0.3167123,80.27753
386,0.9648165,0.61556566,0.5404155,0.31542158,80.28511
387,0.96845615,0.612521,0.5429936,0.31709713,80.156204
388,0.93812555,0.59963334,0.54617834,0.3192865,80.00455
389,0.93600243,0.59843916,0.5452684,0.318543,80.057625
390,0.9454049,0.60018,0.5508038,0.3217555,79.86048
391,0.9648165,0.61182463,0.5422354,0.3163792,80.232025
392,0.9520776,0.6067918,0.54269034,0.31686774,80.17895
393,0.95875037,0.60929286,0.54852897,0.3198769,80.0273
394,0.9717925,0.6169066,0.5347285,0.31281564,80.391266
395,0.9569305,0.6100332,0.5501213,0.3213398,79.89081
396,0.94237185,0.60211784,0.5429936,0.31752607,80.09554
397,0.9493479,0.6058685,0.5436761,0.31818599,80.042465
398,0.9754322,0.620087,0.54633,0.31907535,80.03488
399,0.955414,0.608074,0.54633,0.31912345,80.042465
400,0.9493479,0.6066379,0.54473764,0.31824178,80.080376
401,0.95298755,0.6073497,0.5439035,0.31832847,80.0273
402,0.9511677,0.6070994,0.5481498,0.32022607,79.943886
403,0.9426752,0.6020647,0.542387,0.3165684,80.216866
404,0.95086443,0.60531443,0.54845315,0.319882,80.0273
405,0.94661814,0.6051816,0.54913557,0.32017618,80.01213
406,0.94752806,0.6045094,0.5474674,0.31954437,80.019714
407,0.9499545,0.6087065,0.5479982,0.3193497,80.07279
408,0.9441917,0.6048832,0.5351077,0.31334972,80.32302
409,0.9605702,0.6159351,0.5451168,0.31812507,80.118286
410,0.94388837,0.6035157,0.54898393,0.32025394,79.98939
411,0.9605702,0.60839164,0.5439035,0.31787777,80.09554
412,0.94297844,0.6019866,0.5437519,0.31702685,80.22445
413,0.9639066,0.61569375,0.5545951,0.3231908,79.83773
414,0.97361237,0.619615,0.54253864,0.3177814,80.042465
415,0.9711859,0.62033755,0.54276615,0.3167767,80.20928
416,0.95662725,0.60955185,0.54905975,0.32070342,79.92873
417,0.94813466,0.60499704,0.54913557,0.32009116,80.019714
418,0.955414,0.6085915,0.54420686,0.31807715,80.080376
419,0.97148925,0.6178028,0.548074,0.3198577,80.01213
420,0.94692147,0.6022727,0.54648167,0.31781074,80.22445
421,0.9760388,0.6187259,0.5429178,0.31644073,80.24719
422,0.9599636,0.61178005,0.54693663,0.31895018,80.08796
423,0.9660297,0.61617357,0.5438277,0.3178754,80.08796
424,0.96572644,0.61239517,0.54640585,0.31870815,80.08796
425,0.9557173,0.61145395,0.53586596,0.31414145,80.254776
426,0.9599636,0.6113047,0.5475432,0.31998602,79.96664
427,0.9399454,0.6022672,0.5465575,0.31870028,80.09554
428,0.9639066,0.6121866,0.5471641,0.31975505,79.97422
429,0.970276,0.6178318,0.550273,0.32096928,79.95905
430,0.9548074,0.6077344,0.53768575,0.31431535,80.31544
431,0.94874126,0.603665,0.5398089,0.3155468,80.232025
432,0.955414,0.6084283,0.542842,0.31690457,80.17895
433,0.93539584,0.59851664,0.5409463,0.3156936,80.254776
434,0.96360326,0.617638,0.54064304,0.3157447,80.24719
435,0.9350925,0.5951374,0.5437519,0.3168678,80.22445
436,0.9645132,0.6139614,0.5407947,0.31581157,80.24719
437,0.9490446,0.60634995,0.5388232,0.3150647,80.254776
438,0.948438,0.60655856,0.53996056,0.31586468,80.194115
439,0.95086443,0.6118971,0.5451926,0.31845245,80.07279
440,0.9639066,0.6143031,0.5451168,0.3187317,80.0273
441,0.9490446,0.60665953,0.5388232,0.3145174,80.33819
442,0.96239007,0.6139237,0.5509554,0.32086506,79.99696
443,0.94874126,0.60790986,0.542842,0.31738892,80.12587
444,0.9584471,0.610203,0.5457992,0.31870425,80.07279
445,0.96087354,0.61155057,0.5410221,0.31577995,80.254776
446,0.9557173,0.60932213,0.5394298,0.3153861,80.24719
447,0.9454049,0.6027986,0.54215956,0.31705454,80.13345
448,0.9426752,0.6021688,0.54784656,0.31936067,80.07279
449,0.9687595,0.6168017,0.54344857,0.31723747,80.156204
450,0.9399454,0.6003411,0.54208374,0.3169709,80.13345
451,0.96239007,0.6137176,0.54109794,0.31683245,80.118286
452,0.95662725,0.6085324,0.5411738,0.3159096,80.254776
